date_created,result,radiation,current,x,y,tempct,humidct,tempgw
10/2/2024,0.318014109,35858.3975,3.800876647,-0.983250004,0.0235,22.42083333,45.08333333,20.325
11/2/2024,0.32282639,76167.87375,3.653855979,-0.982833333,0.024083333,22.55,45.77083333,20.22916667
12/2/2024,0.41766684,74047.61917,3.597647965,-0.983083335,0.023458333,22.5625,45.27083333,20.22083333
13/2/2024,0.263729571,22930.70042,3.867331803,-0.984916667,0.02375,22.59166667,47.5625,20.49583333
14/2/2024,0.302647047,97096.0875,3.837431908,-0.983833333,0.02425,22.59583333,49.64583333,20.62916667
15/2/2024,0.217610549,47900.73625,3.95934696,-0.983000003,0.023666667,22.61666667,52.125,20.94166667
16/2/2024,0.594774557,65864.1175,5.774662495,-0.982333332,0.023708333,21.8,54.75,21.03333333
17/2/2024,1,42025.735,3.781694909,-0.982666676,0.021791666,18.95,58,20.65
18/2/2024,1,39033.52042,3.762897174,-0.982708332,0.022666666,19.22916667,57.9375,20.4375
19/2/2024,1,44031.12292,3.94484658,-0.982499987,0.024083333,19.2875,56.1875,20.74166667
20/2/2024,1,66541.71125,3.945174615,-0.983999997,0.022458334,19.97916667,56.35416667,21.22916667
21/2/2024,1,55177.04625,5.004001766,-0.942374994,0.022125,19.4375,56.72916667,21.06666667
22/2/2024,1,90016.22875,5.426689823,-0.943874995,0.024458334,19.68333333,55.125,20.92916667
23/2/2024,1,33923.81875,5.449349632,-0.98383333,0.024083333,19.49583333,56.45833333,20.49166667
24/2/2024,1,51755.59208,3.909212361,-0.983250002,0.023583333,19.0125,56.875,20.36666667
25/2/2024,1,53135.80125,3.951671402,-0.98429167,0.024041667,19.59166667,57.6875,20.45
26/2/2024,1,31534.80042,4.707900554,-0.983166662,0.023833333,19.05416667,56.08333333,20.58333333
27/2/2024,1,25591.92042,3.974471281,-0.983249995,0.024041667,19.69166667,56.1875,20.575
28/2/2024,1,47126.46708,3.960946173,-0.98429166,0.024625,19.54166667,55.4375,20.8
29/2/2024,1,33650.59625,4.039788713,-0.984416668,0.0235,19.95416667,55.0625,20.69166667
1/3/2024,1,23744.08,4.252865901,-0.983083342,0.022291667,19.45416667,56.6875,21.16666667
2/3/2024,1,87751.76958,3.772196263,-0.983624997,0.024875,19.5125,57.04166667,20.36666667
3/3/2024,1,57202.90083,3.859868894,-0.983999992,0.023875,20,57.33333333,20.27916667
4/3/2024,1,46024.38,3.904577931,-0.983000003,0.023791667,19.40833333,55.72916667,20.8625
5/3/2024,1,38850.66708,3.862953871,-0.984666663,0.021875,19.85,56.35416667,20.81666667
6/3/2024,1,39463.00917,4.392493049,-0.984458337,0.022541667,19.29583333,55.9375,20.925
7/3/2024,1,51594.97333,4.902132263,-0.984791664,0.023166666,19.33333333,55.35416667,20.75833333
8/3/2024,1,65679.79833,3.813710262,-0.983791664,0.023541667,19.12916667,57.02083333,20.93333333
9/3/2024,1,31336.43042,3.613281498,-0.942583335,0.020708333,19.30416667,57.3125,20.26666667
10/3/2024,1,31676.76583,3.89244772,-0.982708332,0.023625,19.17083333,57.4375,20.49166667
11/3/2024,1,24378.54261,4.072360464,-0.982521736,0.023,18.91304348,55.65217391,21.12608696
12/3/2024,0.999999975,56508.27708,4.037033826,-0.981375004,0.024,19.03333333,57.29166667,20.95416667
13/3/2024,1,25968.88292,3.91700686,-0.984458332,0.024583334,19.0625,55.91666667,20.57916667
14/3/2024,0.999999975,60336.58667,3.990412434,-0.983208333,0.022166667,19.05,56,20.94166667
15/3/2024,1,34146.105,4.033117682,-0.985666667,0.021125,18.85,55.79166667,20.925
16/3/2024,1,47354.96417,3.77903681,-0.983583336,0.024,18.88333333,56.6875,20.77916667
17/3/2024,0.999996434,66326.5625,3.751363983,-0.983791669,0.023708333,19.52916667,56.91666667,20.55833333
18/3/2024,1,87193.47292,3.8637095,-0.985374992,0.024166667,19.29583333,56.79166667,20.95416667
19/3/2024,1,32583.24042,4.047338804,-0.98566666,0.023583334,19.1125,57.04166667,21.15416667
20/3/2024,0.95786904,55868.875,4.107055883,-0.982666666,0.021958334,19.94583333,57.04166667,20.6125
21/3/2024,1,29761.11125,5.093663345,-0.985333333,0.023041667,19.36666667,57.25,21.30416667
22/3/2024,1,47709.37167,3.809321453,-0.983208341,0.024208334,18.95,55.4375,21.05416667
23/3/2024,0.999999973,60667.11667,3.894242982,-0.985125008,0.023458333,19.33333333,56.60416667,20.79166667
24/3/2024,1,80085.86167,3.836850574,-0.984250004,0.024833333,18.75,57.60416667,20.71666667
25/3/2024,1,65967.65875,3.855353554,-0.983875001,0.025958333,18.85833333,56.10416667,20.775
26/3/2024,1,35394.28542,4.019563069,-0.985458334,0.021875,19.73333333,55.85416667,20.99166667
27/3/2024,0.99999921,29002.61833,5.581477871,-0.985291665,0.025208334,19.30416667,56.29166667,21.24166667
28/3/2024,0.989353272,23811.38292,3.801031371,-0.983874999,0.024083334,19.22083333,57.1875,20.93333333
29/3/2024,1,85280.40708,3.978296389,-0.98345833,0.021375,19.37916667,58.39583333,20.825
30/3/2024,1,72108.87958,3.812710007,-0.982708325,0.023791667,19.0375,56.22916667,20.97083333
31/3/2024,1,28095.38083,3.817507446,-0.983749998,0.023833333,19.07916667,57.72916667,20.95416667
1/4/2024,0.999999824,73818.19083,3.942059239,-0.984874998,0.023083333,19.875,57.3125,20.77083333
2/4/2024,0.99999997,38077.78708,3.895446738,-0.983375005,0.025583333,19.375,56.52083333,20.875
3/4/2024,0.999999583,62792.23042,3.884185384,-0.982833336,0.023583333,19.50833333,54.75,21.1625
4/4/2024,0.954027766,29886.88292,4.374852141,-0.982874999,0.024625,19.71666667,56.125,21.27083333
5/4/2024,0.99999967,82508.87708,3.905401289,-0.983916665,0.023958334,19.19583333,55.77083333,20.825
6/4/2024,0.986502071,44146.13167,3.7477899,-0.98354166,0.023708333,19.1625,55.91666667,21.025
7/4/2024,0.999999993,29938.86292,3.923553139,-0.982958337,0.024083333,18.55,59.08333333,21.20416667
8/4/2024,0.904192491,80940.215,4.372292022,-0.983083335,0.024166667,20.2375,56.33333333,20.63333333
9/4/2024,0.895268746,53256.92167,3.825899621,-0.983583333,0.024625,20.05833333,55.3125,20.87083333
10/4/2024,1,53077.63833,3.835213294,-0.984375002,0.023291667,19.34166667,57.77083333,20.81666667
11/4/2024,0.999999978,44385.14083,4.036840786,-0.984916662,0.0235,19.45416667,57.97916667,20.84583333
12/4/2024,0.960086856,44925.45958,5.61072284,-0.98529167,0.023916667,19.8125,56.66666667,21.00833333
13/4/2024,0.959089531,22682.54875,3.978810171,-0.985291667,0.024291667,19.8125,57.60416667,20.8625
14/4/2024,0.999999948,48221.43167,3.888890853,-0.98270833,0.02325,19.32916667,58.3125,20.64583333
15/4/2024,0.943007077,56769.92,4.124069045,-0.985875005,0.024625,20.0625,56.79166667,20.67083333
16/4/2024,0.934620542,63641.48625,3.729226867,-0.984625002,0.022041667,19.99583333,55.97916667,20.85833333
17/4/2024,0.967949589,123325.4121,3.973079979,-0.982583336,0.025125,20.2625,56.6875,20.7875
18/4/2024,0.921378394,31071.23208,3.878661593,-0.982916675,0.023875,19.45,56.66666667,21.15833333
19/4/2024,0.924198502,62600.36458,3.909801523,-0.983958331,0.02475,19.475,56.10416667,21
20/4/2024,1,68207.28833,3.95566694,-0.981083338,0.025541667,18.9625,59.8125,21.1875
21/4/2024,1,34376.10708,3.906122337,-0.981833336,0.025625,19.17916667,60.70833333,21.02083333
22/4/2024,0.999890449,34343.36731,3.98930755,-0.982730767,0.025461538,19.15769231,56.26923077,21.45384615
23/4/2024,0.999999228,33670.3775,3.993767867,-0.983375,0.023291667,19.725,57.10416667,21.17916667
24/4/2024,0.940465869,20373.4675,3.982314199,-0.982208339,0.023125,19.88333333,57.125,21.175
25/4/2024,0.89411897,95971.79417,4.654896289,-0.98354167,0.023375,19.8625,57.39583333,20.84583333
26/4/2024,0.968131684,77840.6025,3.896543552,-0.981791675,0.022041667,19.37916667,56.14583333,20.9375
27/4/2024,0.999999846,78756.42833,4.283713197,-0.901208329,0.02175,19.2,57.08333333,21.025
28/4/2024,1,71293.69,3.828035186,-0.983583333,0.023708333,18.8125,58.25,21.2125
29/4/2024,1,42877.57708,3.845607062,-0.981499995,0.025583334,19.175,55.83333333,21.19583333
30/4/2024,0.999999958,67862.90792,4.382123301,-0.981875,0.023125,20.39166667,52.08333333,21.20833333
1/5/2024,0.987858025,48054.76,3.849645813,-0.983875001,0.023708333,20.04166667,55,21
2/5/2024,0.986488057,85375.32042,4.762117505,-0.984708339,0.024416667,19.67916667,55.10416667,21.35
3/5/2024,0.960903451,58079.21792,4.04137221,-0.982416662,0.025958334,20.29166667,55.72916667,21.00833333
4/5/2024,0.959076069,37583.14583,3.976726522,-0.981374996,0.023916667,19.85833333,57.95833333,21.025
5/5/2024,0.9999253,45384.71042,4.069289436,-0.982416669,0.023583333,19.725,60.0625,20.66666667
6/5/2024,0.875378111,48965.71042,4.002043625,-0.984500001,0.023666667,19.98333333,56.29166667,20.92916667
7/5/2024,0.873336266,71497.61375,3.97457239,-0.984166667,0.024625,20.525,57.29166667,21.19583333
8/5/2024,0.820881354,26781.42167,3.940196445,-0.984041668,0.023041667,21.19583333,50.9375,21.45416667
9/5/2024,0.742668446,58202.34667,4.619662702,-0.984708336,0.024875,21.37916667,48.52083333,21.51666667
10/5/2024,0.868924715,27637.97083,3.917491754,-0.942250001,0.022125,20.71666667,47.45833333,21.4125
11/5/2024,0.961175418,52500.8125,3.8307905,-0.983374993,0.022833334,20.57083333,48.08333333,20.82083333
12/5/2024,0.880043263,22920.93708,3.810554027,-0.983624995,0.023333334,20.89583333,50.27083333,20.42083333
13/5/2024,0.721855652,35158.56708,3.960716476,-0.98170833,0.021208333,21.47083333,47.5,20.65833333
14/5/2024,0.907778341,76708.33958,3.987673273,-0.983875006,0.024625,21.1125,49.29166667,20.58333333
15/5/2024,0.999999441,22797.14042,4.045127263,-0.985166666,0.022875,20.6125,46.14583333,20.84166667
16/5/2024,0.891661673,42882.76042,5.339126438,-0.983374998,0.025666667,20.925,46.125,20.8125
17/5/2024,0.959603701,50669.29708,3.878575375,-0.987541661,0.024333333,20.48333333,46.125,20.52916667
18/5/2024,0.906294029,22139.97083,3.846073965,-0.983833328,0.023791667,21.075,46.10416667,20.51666667
19/5/2024,0.882753254,41054.1,3.902987232,-0.984124998,0.023208333,20.9,46.0625,20.50416667
20/5/2024,0.999999213,26542.30167,3.846635471,-0.981833336,0.023875,20.34166667,45.6875,20.725
21/5/2024,0.969512758,49051.28417,4.113227149,-0.984374995,0.024916666,20.39166667,45.97916667,20.76666667
22/5/2024,0.931588593,56624.41708,3.736218512,-0.984166659,0.025625,20.97916667,46.3125,20.55416667
23/5/2024,0.999999171,56043.11083,5.666099707,-0.985249996,0.022333333,20.54166667,46.125,20.69166667
24/5/2024,0.922117854,41367.09583,3.912406961,-0.984499998,0.024,20.82083333,45.45833333,20.52083333
25/5/2024,0.999990689,23938.44542,4.041047106,-0.984291665,0.023,20.93333333,45.5625,20.50833333
26/5/2024,0.999988059,32627.41042,3.868119419,-0.983666661,0.024458333,21.08333333,45.5,20.3875
27/5/2024,0.999991146,27208.08583,3.733330538,-0.94433333,0.022708334,20.84583333,45.125,20.51666667
28/5/2024,0.987436309,51707.23417,3.976576517,-0.982374998,0.023208333,20.80416667,45.35416667,20.62916667
29/5/2024,0.999995758,60155.04125,4.057779352,-0.982916665,0.0245,20.82916667,45.20833333,20.70833333
30/5/2024,0.99999094,30874.77125,3.935092231,-0.984166672,0.024083333,20.85833333,44.8125,20.6625
31/5/2024,0.965009157,40156.8175,3.870372206,-0.983208333,0.025541667,20.9875,44.625,20.6875
