,date_created,prediction,result,radiation,current,x,y,tempct,humidct,tempgw
69,2024-01-03 21:29:00,High probablity to breakdown,0.999653697,178956.97,3.577663422,-0.985000014,0.030999999,22.9,40.5,20.2
70,2024-01-03 22:29:00,Low probability to breakdown,0.035842419,2508.74,4.005839348,-0.980000019,0.029999999,22.7,51.5,20.3
71,2024-01-03 23:29:00,Low probability to breakdown,0.121932745,30678.33,4.068889618,-0.981000006,0.022,22.6,44.5,20.7
72,2024-01-04 00:29:00,Low probability to breakdown,0.050244838,24970.74,3.538090706,-0.986999989,0.018999999,22.8,45.5,20.0
73,2024-01-04 01:29:00,Low probability to breakdown,0.066984892,34359.73,3.727240801,-0.986000001,0.017000001,22.9,44.0,19.8
74,2024-01-04 02:29:00,High probablity to breakdown,0.926944971,3286.96,3.713195562,-0.987999976,0.029999999,22.9,42.0,19.9
75,2024-01-04 03:29:00,Low probability to breakdown,0.041113317,16025.99,4.028301716,-0.984000027,0.022,22.9,47.0,20.8
76,2024-01-04 04:29:00,Low probability to breakdown,0.049058199,20648.88,3.563766241,-0.984000027,0.014,22.9,47.0,20.5
77,2024-01-04 05:29:00,Low probability to breakdown,0.254681587,63161.28,4.190105438,-0.984000027,0.014,22.9,46.5,20.2
78,2024-01-04 06:29:00,High probablity to breakdown,0.916496992,134217.72,3.884721041,-0.98299998,0.016000001,22.8,48.0,20.1
79,2024-01-04 07:29:00,High probablity to breakdown,0.972199678,82595.52,3.856084108,-0.981999993,0.024,23.0,41.0,20.5
80,2024-01-04 08:29:00,Low probability to breakdown,0.066736698,26188.03,4.371790886,-0.994000018,0.021,23.1,48.0,20.2
81,2024-01-04 09:29:00,High probablity to breakdown,0.83987397,41297.76,3.747220993,-0.976999998,0.030999999,23.1,46.0,20.7
82,2024-01-04 10:29:00,High probablity to breakdown,0.993305206,71582.78,4.521052837,-0.973999977,0.037,23.2,46.5,20.9
83,2024-01-04 11:29:00,Low probability to breakdown,0.348263383,15790.32,5.541911125,-0.984000027,0.029999999,23.3,48.0,21.5
84,2024-01-04 12:29:00,Low probability to breakdown,0.181834221,16777.21,4.759550095,-0.991999984,0.017000001,23.3,42.5,21.8
85,2024-01-04 13:29:00,High probablity to breakdown,0.991573095,41297.76,3.894179821,-0.984000027,0.033,23.2,43.5,22.2
86,2024-01-04 14:29:00,High probablity to breakdown,0.989682734,41297.76,4.027085781,-0.977999985,0.034000002,23.2,44.0,20.9
87,2024-01-04 15:29:00,Low probability to breakdown,0.440080494,82595.52,3.910618782,-0.978999972,0.018999999,23.3,48.0,21.1
88,2024-01-04 16:29:00,Low probability to breakdown,0.052734673,13944.69,3.676918507,-0.976999998,0.018999999,23.2,51.5,20.7
89,2024-01-04 17:29:00,Low probability to breakdown,0.158612639,41297.76,4.240243912,-0.986999989,0.021,23.4,51.5,20.6
90,2024-01-04 18:29:00,Low probability to breakdown,0.052280426,11332.36,4.045232773,-0.987999976,0.032000002,23.0,52.5,20.9
91,2024-01-04 19:29:00,High probablity to breakdown,0.969882965,34636.83,3.95814085,-0.980000019,0.025,22.9,39.5,20.9
92,2024-01-04 20:29:00,Low probability to breakdown,0.082863897,18512.79,3.741126537,-0.98299998,0.017999999,22.8,53.5,20.5
93,2024-01-04 21:29:00,Low probability to breakdown,0.119329393,35791.39,3.564136267,-0.981999993,0.026000001,22.8,50.5,20.4
94,2024-01-04 22:29:00,Low probability to breakdown,0.229251534,33554.43,3.982430696,-0.986000001,0.024,22.8,45.0,20.5
95,2024-01-04 23:29:00,Low probability to breakdown,0.183252305,41297.76,3.701005936,-0.981999993,0.021,22.8,44.0,20.6
96,2024-01-05 00:29:00,Low probability to breakdown,0.061838925,17674.76,3.585224152,-0.985000014,0.016000001,22.8,43.0,20.2
97,2024-01-05 01:29:00,High probablity to breakdown,0.694461882,12201.61,3.519277334,-0.986000001,0.014,22.8,40.0,20.1
98,2024-01-05 02:29:00,High probablity to breakdown,0.929811835,134217.72,3.707086086,-0.98299998,0.016000001,22.9,50.0,20.2
99,2024-01-05 03:29:00,Low probability to breakdown,0.103567392,33554.43,4.218018055,-0.980000019,0.025,22.9,50.0,20.4
100,2024-01-05 04:29:00,Low probability to breakdown,0.452367634,14081.86,3.587776184,-0.986000001,0.034000002,22.9,48.5,20.0
101,2024-01-05 05:29:00,Low probability to breakdown,0.041795194,13134.45,3.902238369,-0.981999993,0.015,23.0,44.5,19.9
102,2024-01-05 06:29:00,Low probability to breakdown,0.02845481,10956.54,3.688144684,-0.981000006,0.017999999,22.9,45.0,20.1
103,2024-01-05 07:29:00,High probablity to breakdown,0.970556915,41297.76,4.142337799,-0.978999972,0.028000001,23.0,41.5,20.3
104,2024-01-05 08:29:00,High probablity to breakdown,0.996407151,134217.72,4.07036972,-0.980000019,0.037999999,23.0,48.5,20.3
105,2024-01-05 09:29:00,High probablity to breakdown,0.914156735,5017.48,4.290898323,-0.984000027,0.033,23.1,44.5,20.5
106,2024-01-05 10:29:00,High probablity to breakdown,0.676015139,27531.84,3.746131659,-0.973999977,0.026000001,23.2,44.0,21.0
107,2024-01-05 11:29:00,Low probability to breakdown,0.033799082,13591.66,3.97216177,-0.981999993,0.022,23.0,46.5,21.3
108,2024-01-05 12:29:00,High probablity to breakdown,0.786773503,10275.04,3.710370064,-0.984000027,0.028000001,23.1,43.5,21.2
109,2024-01-05 13:29:00,Low probability to breakdown,0.417655826,22369.62,3.972007275,-0.986000001,0.024,23.0,43.5,20.2
110,2024-01-05 14:29:00,High probablity to breakdown,0.998688638,20648.88,4.009942532,-0.98299998,0.035,23.0,40.5,20.7
111,2024-01-05 15:29:00,Low probability to breakdown,0.029830605,4059.51,4.144014359,-0.986000001,0.017999999,23.0,50.0,21.1
112,2024-01-05 16:29:00,Low probability to breakdown,0.111363828,9023.04,3.673819542,-0.98299998,0.02,23.1,43.5,21.1
113,2024-01-05 17:29:00,High probablity to breakdown,0.966978312,178956.97,3.829692364,-0.980000019,0.015,23.2,41.0,21.2
114,2024-01-05 18:29:00,High probablity to breakdown,0.998041451,153391.68,3.723221302,-0.981000006,0.026000001,22.9,41.5,20.4
115,2024-01-05 19:29:00,High probablity to breakdown,0.737693608,116080.19,3.843359947,-0.98299998,0.021,23.1,44.5,21.0
116,2024-01-05 20:29:00,High probablity to breakdown,0.566835284,14005.32,3.693220139,-0.986999989,0.021,22.8,40.5,20.9
117,2024-01-05 21:29:00,High probablity to breakdown,0.999952197,536870.91,3.962449551,-0.986000001,0.029999999,23.0,41.0,20.8
118,2024-01-05 22:29:00,High probablity to breakdown,0.503587365,13765.92,3.782480717,-0.989000022,0.021,23.0,41.0,20.4
119,2024-01-05 23:29:00,Low probability to breakdown,0.088768393,28256.36,3.704864979,-0.984000027,0.025,22.9,51.0,20.8
120,2024-01-06 00:29:00,Low probability to breakdown,0.264550328,24403.22,3.489366531,-0.986000001,0.028999999,23.0,47.5,20.4
121,2024-01-06 01:29:00,Low probability to breakdown,0.373783141,20259.28,4.133880615,-0.985000014,0.02,23.1,41.5,20.2
122,2024-01-06 02:29:00,Low probability to breakdown,0.13593778,8103.71,3.794623613,-0.985000014,0.024,23.0,45.0,20.3
123,2024-01-06 03:29:00,Low probability to breakdown,0.034620315,8659.2,3.82439971,-0.986999989,0.018999999,22.7,49.0,20.6
124,2024-01-06 04:29:00,High probablity to breakdown,0.956183791,13338.4,3.90629077,0.0,0.0,22.9,45.0,20.3
125,2024-01-06 05:29:00,High probablity to breakdown,0.965460479,25565.28,3.585336685,-0.981999993,0.017000001,22.9,38.0,20.1
126,2024-01-06 06:29:00,High probablity to breakdown,0.979762912,82595.52,3.555092573,-0.980000019,0.024,23.0,40.5,20.2
127,2024-01-06 07:29:00,High probablity to breakdown,0.860618055,10873.33,3.532164335,-0.987999976,0.028000001,23.0,42.5,20.6
128,2024-01-06 08:29:00,High probablity to breakdown,0.669712603,20259.28,3.570963383,-0.986000001,0.022,22.8,40.5,20.1
129,2024-01-06 09:30:00,High probablity to breakdown,0.615211189,8659.2,3.891768694,-0.986999989,0.033,23.0,47.0,20.2
130,2024-01-06 10:30:00,High probablity to breakdown,0.997259736,82595.52,3.552354574,-0.989000022,0.028999999,22.9,40.5,20.2
131,2024-01-06 11:30:00,High probablity to breakdown,0.984794259,20648.88,3.438222647,-0.980000019,0.032000002,23.0,42.0,20.4
132,2024-01-06 12:30:00,Low probability to breakdown,0.307959586,16582.88,3.423724413,-0.984000027,0.024,23.1,44.0,20.0
133,2024-01-06 13:30:00,Low probability to breakdown,0.07369858,13256.07,3.941335678,-0.981999993,0.014,22.9,44.5,20.0
134,2024-01-06 14:30:00,Low probability to breakdown,0.12990725,30460.76,3.447009325,-0.978999972,0.028999999,23.0,49.0,20.3
135,2024-01-06 15:30:00,Low probability to breakdown,0.086187184,10764.32,3.656538725,-0.985000014,0.017000001,22.9,42.5,20.4
136,2024-01-06 16:30:00,Low probability to breakdown,0.214840561,48806.44,3.587168217,-0.985000014,0.030999999,22.9,51.5,20.0
137,2024-01-06 17:30:00,Low probability to breakdown,0.048903674,9296.46,3.44184494,-0.976000011,0.027000001,23.0,52.0,19.9
138,2024-01-06 18:30:00,Low probability to breakdown,0.374185801,41297.76,3.777956486,-0.989000022,0.015,23.0,41.5,20.4
139,2024-01-06 19:30:00,High probablity to breakdown,0.994598687,11545.61,3.520298958,-0.981000006,0.030999999,22.9,39.5,20.6
140,2024-01-06 20:30:00,Low probability to breakdown,0.114641666,16843.0,3.489861965,-0.980000019,0.018999999,22.9,42.5,20.1
141,2024-01-06 21:30:00,Low probability to breakdown,0.092006326,25565.28,3.920300245,-0.98299998,0.013,22.9,50.5,19.9
142,2024-01-06 22:30:00,Low probability to breakdown,0.358762294,12936.64,3.546652555,-0.985000014,0.027000001,22.9,45.0,20.1
143,2024-01-06 23:30:00,Low probability to breakdown,0.03703469,11608.02,4.048053741,-0.984000027,0.026000001,22.8,48.5,20.2
144,2024-01-07 00:30:00,Low probability to breakdown,0.032134473,14510.02,3.860757351,-0.984000027,0.018999999,23.0,45.0,20.0
145,2024-01-07 01:30:00,Low probability to breakdown,0.040779859,8910.72,3.821769953,-0.98299998,0.017999999,22.8,49.5,19.8
146,2024-01-07 02:30:00,Low probability to breakdown,0.035595298,9256.39,3.957157612,-0.98299998,0.013,22.9,47.5,19.7
147,2024-01-07 03:30:00,Low probability to breakdown,0.163773477,20164.16,3.957484007,-0.980000019,0.029999999,22.8,48.5,20.5
148,2024-01-07 04:30:00,Low probability to breakdown,0.084210157,31122.95,3.443405867,-0.984000027,0.017000001,22.7,48.0,20.4
149,2024-01-07 05:30:00,Low probability to breakdown,0.173060685,14035.84,3.505599499,-0.986000001,0.028999999,22.9,47.5,20.0
150,2024-01-07 06:30:00,High probablity to breakdown,0.981616259,34268.35,3.951604843,-0.981999993,0.028000001,23.0,40.5,20.1
151,2024-01-07 07:30:00,High probablity to breakdown,0.912366271,34268.35,3.848923206,-0.981999993,0.029999999,23.1,44.0,20.1
152,2024-01-07 08:30:00,High probablity to breakdown,0.6642524,18837.57,3.450267315,-0.985000014,0.028999999,23.1,45.0,20.0
153,2024-01-07 09:30:00,High probablity to breakdown,0.999943733,536870.91,3.734249115,-0.981000006,0.029999999,23.2,46.5,19.9
154,2024-01-07 10:30:00,Low probability to breakdown,0.085074723,41297.76,3.875451326,-0.984000027,0.017000001,22.9,43.0,20.1
155,2024-01-07 11:30:00,Low probability to breakdown,0.074302495,38347.92,3.527300835,-0.98299998,0.017000001,23.1,44.0,20.3
156,2024-01-07 12:30:00,High probablity to breakdown,0.93925035,29217.46,4.073199749,-0.980000019,0.032000002,22.9,44.0,19.8
157,2024-01-07 13:30:00,Low probability to breakdown,0.040609479,22369.62,3.927592993,-0.984000027,0.017999999,22.9,44.0,19.8
158,2024-01-07 14:30:00,Low probability to breakdown,0.357727945,67108.86,3.485625982,-0.978999972,0.030999999,22.8,50.0,20.1
159,2024-01-07 15:30:00,High probablity to breakdown,0.839253306,7033.24,3.975860119,-0.986999989,0.032000002,23.0,45.0,20.9
160,2024-01-07 16:30:00,High probablity to breakdown,0.970375121,9651.61,3.444734812,-0.981999993,0.030999999,23.1,42.0,20.3
161,2024-01-07 17:30:00,Low probability to breakdown,0.034296125,7158.27,3.460553646,-0.981999993,0.016000001,22.9,49.0,20.2
162,2024-01-07 18:30:00,Low probability to breakdown,0.107501298,15907.28,3.488347292,-0.984000027,0.028000001,23.0,48.0,20.1
163,2024-01-07 19:30:00,Low probability to breakdown,0.136249453,12132.67,3.482496262,-0.985000014,0.029999999,22.9,48.5,20.3
164,2024-01-07 20:30:00,High probablity to breakdown,0.842323482,42107.52,3.692724943,-0.981999993,0.021,22.8,39.5,19.8
165,2024-01-07 21:30:00,High probablity to breakdown,0.904282033,35013.32,3.853020191,-0.981000006,0.027000001,22.9,42.0,19.7
166,2024-01-07 22:30:00,Low probability to breakdown,0.453235328,20951.06,3.537320137,-0.981999993,0.033,22.8,48.0,19.7
167,2024-01-07 23:30:00,High probablity to breakdown,0.995250583,82595.52,3.569909334,-0.986000001,0.026000001,22.8,39.5,20.7
168,2024-01-08 00:30:00,Low probability to breakdown,0.295796931,67108.86,4.070746899,-0.98299998,0.014,22.7,46.5,20.1
169,2024-01-08 01:30:00,Low probability to breakdown,0.127240509,10984.57,3.566607237,-0.981000006,0.027000001,22.8,46.5,19.9
170,2024-01-08 02:30:00,Low probability to breakdown,0.473222911,21053.76,3.71933341,-0.987999976,0.028000001,22.8,45.0,19.7
171,2024-01-08 03:30:00,Low probability to breakdown,0.423460066,33554.43,3.674418688,-0.980000019,0.017999999,22.7,41.0,20.6
172,2024-01-08 04:30:00,High probablity to breakdown,0.950123727,20452.22,3.505029678,-0.98299998,0.028000001,22.8,41.0,20.3
173,2024-01-08 05:30:00,High probablity to breakdown,0.888326764,11243.37,3.820855618,-0.984000027,0.026000001,22.8,40.5,19.9
174,2024-01-08 06:30:00,High probablity to breakdown,0.646412432,13721.94,3.61079812,-0.981999993,0.016000001,22.9,40.0,19.9
175,2024-01-08 07:30:00,Low probability to breakdown,0.427823931,23860.93,3.367781162,-0.98299998,0.027000001,22.9,45.0,19.9
176,2024-01-08 08:30:00,Low probability to breakdown,0.15998736,41297.76,4.217548847,-0.980000019,0.029999999,22.7,50.5,19.8
177,2024-01-08 09:30:00,High probablity to breakdown,0.506044984,15266.47,4.838553905,-0.995999992,0.035999998,22.9,49.5,20.3
178,2024-01-08 10:30:00,High probablity to breakdown,0.995117784,214746.46,9.544558525,-0.978999972,0.021,23.1,43.0,21.0
179,2024-01-08 11:30:00,High probablity to breakdown,0.999570251,119303.55,4.074310303,-0.990999997,0.035,23.0,43.5,21.3
180,2024-01-08 12:30:00,High probablity to breakdown,0.977758765,35013.32,3.84874773,-0.977999985,0.030999999,23.0,42.5,20.0
181,2024-01-08 13:30:00,Low probability to breakdown,0.033565491,11483.87,4.228723526,-0.98299998,0.02,23.1,47.5,20.2
182,2024-01-08 14:30:00,Low probability to breakdown,0.051673383,14510.02,4.003712654,-0.986999989,0.018999999,23.1,50.0,20.7
183,2024-01-08 15:30:00,High probablity to breakdown,0.998342216,102261.12,3.835414648,-0.986999989,0.035999998,23.3,45.5,20.8
184,2024-01-08 16:30:00,High probablity to breakdown,0.93239212,134217.72,4.241115093,-0.981999993,0.030999999,23.1,49.0,21.2
185,2024-01-08 17:30:00,High probablity to breakdown,0.730638683,13094.41,3.734968185,-0.980000019,0.025,23.1,42.0,20.1
186,2024-01-08 18:30:00,Low probability to breakdown,0.019852847,1621.96,3.940002918,-0.98299998,0.017999999,22.9,44.0,20.5
187,2024-01-08 19:30:00,High probablity to breakdown,0.848469377,10526.88,3.894729137,-0.978999972,0.027000001,23.0,42.0,20.5
188,2024-01-08 20:30:00,Low probability to breakdown,0.089347482,7953.64,3.99055028,-0.984000027,0.028000001,22.8,47.5,19.9
189,2024-01-08 21:31:00,High probablity to breakdown,0.945766509,13421.77,3.969141006,-0.986000001,0.029999999,22.9,42.0,19.9
190,2024-01-08 22:31:00,Low probability to breakdown,0.117819041,6118.18,3.675108433,-0.981000006,0.030999999,22.9,49.0,20.1
191,2024-01-08 23:31:00,High probablity to breakdown,0.999162793,268435.45,4.021178246,-0.981999993,0.017000001,22.8,39.0,20.1
192,2024-01-09 00:31:00,Low probability to breakdown,0.073675424,19173.96,3.94489336,-0.980000019,0.017000001,22.9,42.5,19.8
193,2024-01-09 01:31:00,Low probability to breakdown,0.067939967,7683.3,3.932159901,-0.984000027,0.029999999,22.8,49.0,19.7
194,2024-01-09 02:31:00,Low probability to breakdown,0.036152244,11214.01,3.913838863,-0.986999989,0.017000001,22.7,47.0,19.8
195,2024-01-09 03:31:00,High probablity to breakdown,0.999576449,178956.97,3.896875381,-0.978999972,0.029999999,23.0,42.0,20.3
196,2024-01-09 04:31:00,High probablity to breakdown,0.761511981,9523.2,3.741749763,-0.981000006,0.026000001,23.0,42.0,20.0
197,2024-01-09 05:31:00,Low probability to breakdown,0.093235582,41297.76,3.915431261,-0.984000027,0.018999999,22.9,44.5,19.8
198,2024-01-09 06:31:00,Low probability to breakdown,0.342336446,17111.42,3.54313159,-0.981000006,0.017999999,23.0,41.0,20.0
199,2024-01-09 07:31:00,Low probability to breakdown,0.126173109,9398.17,3.512238026,-0.981999993,0.017000001,22.9,42.0,20.0
200,2024-01-09 08:31:00,High probablity to breakdown,0.726891398,18512.17,4.301726341,-0.994000018,0.033,22.9,46.5,19.9
201,2024-01-09 09:31:00,Low probability to breakdown,0.090153933,7601.71,3.643326283,-0.981999993,0.026000001,22.9,46.5,20.0
202,2024-01-09 10:31:00,Low probability to breakdown,0.277762949,12485.37,4.206829071,-0.992999971,0.017999999,23.1,41.5,20.8
203,2024-01-09 11:31:00,Low probability to breakdown,0.438625216,18837.57,5.051760197,-0.996999979,0.02,23.2,41.5,21.2
204,2024-01-09 12:31:00,Low probability to breakdown,0.033974051,21053.76,5.098019123,-0.970000029,0.017000001,22.9,44.0,21.1
205,2024-01-09 13:31:00,Low probability to breakdown,0.026866615,8165.33,4.247502327,-0.986999989,0.021,23.0,46.5,20.2
206,2024-01-09 14:31:00,Low probability to breakdown,0.351297021,51130.56,3.948936701,-0.986999989,0.02,23.0,43.0,20.6
207,2024-01-09 15:31:00,Low probability to breakdown,0.03763032,12820.79,4.015329361,-0.98299998,0.018999999,23.2,48.5,20.6
208,2024-01-09 16:31:00,Low probability to breakdown,0.087043673,19259.94,4.141180038,-0.985000014,0.032000002,23.1,51.0,20.3
209,2024-01-09 17:31:00,Low probability to breakdown,0.049499094,19884.1,4.39373064,-0.981999993,0.022,23.1,48.0,20.4
