Index,Date Created,Temperature(°C),Humidity(%),CO2(ppm),Battery,RSSI,loRaSNR,Frequency,Radiation(uSv/h),Actual Risk
36,5/2/2024,0.182159918,0.024134373,0.535635201,1.281890201,0.202383053,-0.115193333,-0.027989654,0.036971359,0.329229104
37,6/2/2024,0.057352774,-0.170601018,0.533095872,1.281890201,0.022516873,0.086578088,-0.123207907,-0.017353999,0.425657897
38,7/2/2024,0.517866531,-0.281470002,0.739251477,1.281890201,-0.286937066,-0.057478107,0.107240523,0.00207906,0.492323502
39,8/2/2024,0.889835502,-0.290650127,0.837563453,0.842333221,0.11662615,0.002407255,-0.088250157,0.199852835,0.466964585
40,9/2/2024,0.502871862,-0.22917784,0.183209393,0.357527729,0.329733438,0.056928713,0.07488601,0.084215931,0.269072351
41,10/2/2024,-0.346013109,-0.054418381,-0.516382662,0.357527729,0.461243774,0.144176638,-0.019062943,-0.014648786,0.318014109
42,11/2/2024,-0.562899503,0.008592323,-0.80938919,0.357527729,0.570516996,0.136613921,-0.012508365,0.063765793,0.32282639
43,12/2/2024,-0.636400977,0.088042354,-0.640358396,0.357527729,1.227828435,-0.222668507,-0.009595219,0.045949315,0.41766684
44,13/2/2024,-0.22349564,0.121098206,0.139122356,0.357527729,0.451509031,0.136613921,0.063233426,-0.003594375,0.263729571
45,14/2/2024,-0.076590275,-0.018136684,-0.194111814,0.357527729,0.124563858,0.138623526,0.15161908,0.044199748,0.302647047
46,15/2/2024,0.380891844,0.094032173,-0.148623302,0.357527729,-0.778562839,-0.436480496,-0.096427773,-0.023298516,0.217610549
47,16/2/2024,0.58778115,0.148588425,-0.07384281,-0.16117927,-0.65798091,-0.162233266,-0.033298586,0.037883388,0.594774557
48,17/2/2024,-0.4454813,0.266165928,-0.648996934,-0.566834743,-0.465122235,-0.114505805,0.267657141,-0.098770123,1
49,18/2/2024,-0.42955773,0.292854132,-0.692400745,-0.566834743,-0.195383106,0.086650603,0.041323632,-0.064083377,1
50,19/2/2024,0.100520353,0.262902495,0.308369114,-0.566834743,0.065473098,-0.159856215,0.03879537,-0.041158705,1
51,20/2/2024,1.265766131,0.13276467,0.084255413,-0.566834743,-0.699586979,-0.004444136,-0.096937105,0.063154108,1
52,21/2/2024,0.521336685,-0.144584456,0.243273485,-0.566834743,-0.414863234,-0.130999184,-0.025527113,-0.079053299,1
53,22/2/2024,0.508276383,0.066585046,0.33486148,-0.566834743,-0.52546334,0.080694477,0.089451739,-0.033793534,1
54,23/2/2024,-0.280193273,-0.009155095,0.165411624,-0.566834743,-0.834279491,-0.000765479,0.095422655,-0.035934056,1
55,24/2/2024,-0.475346278,0.078183591,-0.239550527,-1.1809217,-0.461807916,0.138011907,0.077799155,-0.092384561,1
56,25/2/2024,-0.39535938,0.008012396,-0.618406344,-1.491197215,-0.446585967,-0.170943021,0.02536253,-0.000141044,1
57,26/2/2024,-0.182628269,0.021428869,-0.029022312,-1.491197215,0.277246665,-0.138293601,0.027469913,-0.064258117,1
58,27/2/2024,-0.128113367,0.109713107,-0.040969579,-1.491197215,0.653632298,0.18166014,0.033009538,0.002022408,1
59,28/2/2024,0.070465216,-0.189754871,-0.027163161,-1.491197215,0.224880731,0.083092412,-0.021955859,-0.006346557,1
60,29/2/2024,0.101256845,-0.164242923,-0.065170589,-1.491197215,-0.207873078,0.358873303,-0.080637703,0.027083896,1
61,1/3/2024,0.487781481,0.151108628,0.189777946,1.825055696,-0.0008418,0.17442911,0.02107647,0.011859874,1
62,2/3/2024,-0.590488916,0.104720855,-0.49339106,1.825055696,-0.873676029,0.057862661,-0.036507727,0.068961681,1
63,3/3/2024,-0.786488584,0.251897116,-0.611659999,1.196638073,-0.655276076,-0.063402458,-0.052649195,-0.024880216,1
64,4/3/2024,0.064127505,0.135469819,0.286590896,0.98321322,0.108474311,-0.099595065,-0.016779266,-0.001889987,1
65,5/3/2024,0.087205901,0.0730551,0.646330128,0.98321322,-0.436798268,-0.24440443,0.101219423,-0.020145366,1
66,6/3/2024,0.036831756,0.079694052,0.206865662,0.98321322,-0.895084606,-0.115409997,-0.01823233,-0.033126791,1
67,7/3/2024,0.042573525,-0.027299435,0.409356914,0.98321322,0.035272937,-0.04120796,-0.005637848,-0.03601505,1
68,8/3/2024,0.261892937,0.052138607,0.550848813,0.98321322,0.682585998,0.024295013,0.025068985,0.008748546,1
69,9/3/2024,-0.745187921,0.164019738,-0.631679319,0.98321322,1.038746699,0.001642996,-0.035320424,-0.078421578,1
70,10/3/2024,-0.735889509,0.107191293,-0.499336543,0.98321322,0.281089614,0.24722966,-0.015284685,-0.058687952,1
71,11/3/2024,0.407969677,0.06514064,0.458744664,0.289582448,-0.508500917,-0.30979059,-0.115421571,0.040789907,1
72,12/3/2024,0.087724517,-0.070789707,0.371537668,0.141370744,-0.537076612,-0.234621329,0.075884718,-0.002434101,0.999999975
73,13/3/2024,-0.419689268,-0.287465635,0.198321804,0.141370744,0.141127094,0.0712758,-0.077185223,0.003474736,1
74,14/3/2024,0.375993318,-0.081706349,0.260081692,0.141370744,-0.338790979,0.028212564,0.087798659,0.010094881,0.999999975
75,15/3/2024,0.260383009,-0.031109497,0.14004712,0.141370744,0.132321216,-0.04145634,0.123991524,0.026723886,1
76,16/3/2024,-0.072354845,0.040190457,-0.427250177,0.141370744,-0.401973343,0.160606221,0.080441621,0.046930152,1
77,17/3/2024,-0.495246612,0.171062162,-0.671143682,0.141370744,-0.205921914,-0.009415315,0.0329495,-0.018937036,0.999996434
78,18/3/2024,0.098961189,-0.108613804,0.297892019,0.141370744,-0.298079892,-0.096811018,-0.058627517,0.046503112,1
79,19/3/2024,0.479796717,-0.191081567,0.352150766,-0.604943508,0.743892009,0.158018106,-0.010016555,0.087348609,1
80,20/3/2024,-0.487280973,-0.430832751,0.324622313,-0.700471732,0.631694561,0.257961597,0.120306968,-0.049788818,0.95786904
81,21/3/2024,0.663042137,-0.104476793,0.29525509,-0.700471732,0.029241703,-0.066186505,0.019090664,-0.001652172,1
82,22/3/2024,0.221783596,-0.161321917,0.05832425,-0.700471732,0.152627537,0.017828521,-0.022057996,-0.019557979,1
83,23/3/2024,0.009130237,0.104171364,-0.492987748,-0.700471732,0.40626408,0.179718285,0.014191761,-0.011139324,0.999999973
84,24/3/2024,-0.125913697,0.057796516,-0.424818723,-0.700471732,0.983284782,0.381772448,-0.082812545,0.010362128,1
85,25/3/2024,-0.127631561,-0.038378164,0.369880441,-0.700471732,-0.164527299,-0.050844204,0.012961809,-0.053059335,1
86,26/3/2024,0.486279831,-0.028198935,0.338005723,-0.700471732,-0.194265388,0.034559558,0.025376282,0.096311142,1
87,27/3/2024,0.605735108,-0.075517719,0.3191758,-1.400030973,0.265640633,-0.208172886,-0.028735909,0.001856623,0.99999921
88,28/3/2024,0.055138167,0.038545572,-0.483392258,-1.542314208,-0.211053912,-0.279166076,0.040014789,-0.021902375,0.989353272
89,29/3/2024,-0.027435767,-0.201212248,-0.077310484,-1.542314208,-0.016418072,0.03009511,-0.027075264,-0.053766373,1
90,30/3/2024,0.01356248,0.069533889,-0.579122513,-1.542314208,0.239063238,0.027906486,-0.106558605,0.075679725,1
91,31/3/2024,-0.021027612,0.171062162,-0.599883386,-1.542314208,-0.173676613,0.020995041,-0.053129969,-0.030781406,1
92,1/4/2024,0.416059768,0.018691331,0.108237156,1.494529736,-0.262235874,0.127108074,0.036392586,0.075847927,0.999999824
93,2/4/2024,-0.223948669,-0.246739596,0.233551783,1.268183705,-0.290354069,0.073890851,-0.063454814,-0.099543457,0.99999997
94,3/4/2024,-0.022600233,-0.203765065,0.232391528,1.268183705,-0.375091212,0.134676443,0.0771706,0.014258526,0.999999583
95,4/4/2024,0.116548865,-0.221165831,0.37570302,1.268183705,-0.189182877,0.147945048,-0.012771272,0.035100363,0.954027766
96,5/4/2024,-0.356132902,-0.183658789,-0.007361227,1.268183705,-0.560377998,0.007071018,0.171480245,-0.0063097,0.99999967
97,6/4/2024,-0.383459652,-0.18482663,-0.498495333,1.268183705,-0.547748076,-0.057844753,-0.06220516,-0.023518026,0.986502071
98,7/4/2024,-0.912919312,0.713256961,-0.290876227,1.268183705,-0.453067015,0.069896187,0.05248053,-0.000144603,0.999999993
99,8/4/2024,0.616016682,-0.134797924,-0.017752133,1.268183705,-0.393219552,0.033034251,-0.128362055,-0.023462635,0.904192491
100,9/4/2024,0.49733217,-0.21621607,-0.272813108,0.432444515,-0.326262585,-0.039497599,-0.009814047,0.010852264,0.895268746
101,10/4/2024,-0.220002871,0.130926013,-0.538765,0.362799583,-0.399702602,0.036901301,-0.072264879,-0.022240614,1
102,11/4/2024,-0.097683133,0.253810701,-0.667567509,0.362799583,-0.52913556,0.042867357,-0.060518126,-0.08559785,0.999999978
103,12/4/2024,0.247670768,-0.15929382,-0.319476164,0.362799583,-0.37345396,0.075851722,0.105517709,-0.00689392,0.960086856
104,13/4/2024,0.249657464,0.164090557,-0.778831301,0.362799583,-0.133002668,0.008564618,-0.036429068,-0.071489171,0.959089531
105,14/4/2024,-0.213056043,0.340614599,-0.481874623,0.362799583,0.479171697,-0.223454042,0.095209075,0.065201794,0.999999948
106,15/4/2024,0.550743006,-0.114843364,-0.1879837,0.362799583,0.07786038,-0.163558196,-0.007657738,-0.051751833,0.943007077
107,16/4/2024,0.405156027,-0.133754913,0.415009383,0.362799583,0.028827982,0.18674175,0.035648074,-0.042908457,0.934620542
108,17/4/2024,0.698650647,0.016422691,0.075152799,-0.529921824,-0.110530585,0.127518606,-0.015728496,0.068292623,0.967949589
109,18/4/2024,-0.086939951,-0.091099426,0.644294929,-0.542584539,-0.172829243,-0.066456867,-0.015579392,-0.004056838,0.921378394
110,19/4/2024,-0.015287414,0.058865916,0.331999123,-0.542584539,0.56579065,-0.149690638,-0.035614085,0.064170714,0.924198502
111,20/4/2024,-0.563843043,0.674584028,-0.414924127,-0.542584539,0.29360293,0.046379768,0.038626124,0.074558607,1
112,21/4/2024,-0.345768235,0.756830231,-0.365153381,-0.542584539,0.427121921,-0.050421599,-0.077517828,-0.073742646,1
113,22/4/2024,-0.280128003,-0.005026273,0.438673058,-0.542584539,0.702958831,-0.085156705,0.016800974,0.020635411,0.999890449
114,23/4/2024,0.162406088,-0.010800994,0.545626011,-0.542584539,0.875202602,-0.096402248,0.035648074,-0.063665966,0.999999228
115,24/4/2024,0.275025673,0.043970467,0.377430484,-0.717194334,0.21711239,0.024219169,-0.013447209,-0.035415209,0.940465869
116,25/4/2024,0.291378069,-0.052873962,0.278362881,-1.447968662,-0.070080835,0.078254833,-0.006856823,0.024981511,0.89411897
117,26/4/2024,-0.143046013,-0.080922607,0.166221021,-1.447968662,0.217561831,0.078254833,-0.054172415,0.026880422,0.968131684
118,27/4/2024,-0.335764804,0.029906722,-0.10215162,-1.447968662,0.207607648,0.097200485,-0.012000727,0.041912923,0.999999846
119,28/4/2024,-0.692840999,0.290676108,-0.212149742,-1.447968662,0.269778214,-0.017986419,0.039329274,-0.00932505,1
120,29/4/2024,-0.379462778,-0.311911447,0.605506027,-1.447968662,0.527676581,-0.205312248,-0.131060252,-0.019982135,1
121,30/4/2024,0.808723038,-1.146676834,0.502994245,-1.447968662,0.276791823,-0.247014803,0.11039713,0.141628862,0.999999958
122,1/5/2024,-0.683561861,1.031353556,-0.374635987,1.928247628,0.4049167,0.358888121,0.093169151,-0.088012985,0.987858025
123,2/5/2024,-1.052686711,1.195063625,0.633873072,1.629632851,0.453935087,0.04700473,-0.002192789,0.02495163,0.986488057
124,3/5/2024,-0.377634179,1.113290018,0.307885343,1.074209366,0.396034022,0.231082581,-0.083888145,0.043836661,0.960903451
125,4/5/2024,-0.848465039,1.540292902,-0.654008615,1.074209366,0.324024116,0.183475762,0.098972323,0.008592334,0.959076069
126,5/5/2024,-0.988628473,2.028841959,-0.24630976,1.074209366,0.357906486,0.121661683,-0.00308129,-0.017118517,0.9999253
127,6/5/2024,-0.710901277,1.318930851,0.461817377,1.074209366,0.350487897,0.229609895,0.006627278,-0.004306864,0.875378111
128,7/5/2024,-0.156614253,1.39911398,0.86262723,1.074209366,0.45425484,0.038067861,0.073743033,-0.028551011,0.873336266
129,8/5/2024,0.534411643,0.304407066,0.469306608,1.074209366,0.180366993,0.041938937,0.049646997,-0.061804745,0.820881354
130,9/5/2024,0.762118334,-0.033225802,0.48959414,1.074209366,-0.113397636,-0.019317641,-0.043849012,0.113092718,0.742668446
131,10/5/2024,0.098584915,-0.154358882,0.280638446,0.602398018,-0.233441951,-0.13920808,-0.002192789,-0.044385941,0.868924715
132,11/5/2024,-0.096226619,-0.082276345,-0.241215846,0.220171103,0.021560073,-0.239923086,-0.165349748,-0.014445635,0.961175418
133,12/5/2024,0.270639803,0.178757087,-0.603352689,0.220171103,-0.189041999,-0.211907602,-0.103357901,-0.103549097,0.880043263
134,13/5/2024,0.521357991,-0.23360176,0.440619454,0.220171103,-0.178501391,-0.251728206,-0.056897068,0.011332379,0.721855652
135,14/5/2024,0.465720889,-0.019092136,0.456664817,0.220171103,-0.10936455,-0.213480943,0.015833626,0.007652786,0.907778341
136,15/5/2024,-0.052524162,-0.510490136,0.340566215,0.220171103,0.662779307,0.039352149,-0.103357901,0.088952037,0.999999441
137,16/5/2024,0.274511829,-0.479963747,0.114495354,0.220171103,0.975258157,0.048360997,-0.09717652,0.01396499,0.891661673
138,17/5/2024,-0.172957389,-0.486461203,-0.112240221,0.220171103,0.754731059,-0.064524556,-0.062176923,-0.030528005,0.959603701
139,18/5/2024,0.454024756,-0.470823259,-0.604053103,-0.242432956,0.091723748,0.0456673,0.13874823,-0.042826033,0.906294029
140,19/5/2024,0.275128192,-0.51654679,-0.642023061,-0.63386716,-0.203841983,-0.1991533,-0.106333346,-0.060551507,0.882753254
141,20/5/2024,-0.3394544,-0.547056118,0.127476254,-0.63386716,0.029668877,-0.018428433,-0.016273766,0.010787636,0.999999213
142,21/5/2024,-0.277712283,-0.395267515,0.331285014,-0.63386716,0.417269686,0.111013734,0.016583291,0.050737279,0.969512758
143,22/5/2024,0.327736883,-0.503302066,-1.007833724,-0.63386716,0.357906486,0.049467019,-0.044448233,-0.063818807,0.931588593
144,23/5/2024,-0.126156589,-0.539991088,0.171169759,-0.63386716,0.279521386,0.003870389,-0.026719543,-0.012340151,0.999999171
145,24/5/2024,0.164637439,-0.574312664,-0.168220788,-0.63386716,0.538338148,0.137695959,0.135416242,-0.032221934,0.922117854
146,25/5/2024,0.300440368,-0.58536928,-0.667745571,-0.63386716,0.304850614,-0.082202682,0.129380943,-0.051393027,0.999990689
147,26/5/2024,0.461929105,-0.584516391,-0.827982176,-1.057814211,0.40693242,0.122089948,0.032099743,-0.030243927,0.999988059
148,27/5/2024,0.193707795,-0.606118437,0.45394784,-1.487905422,-0.223325794,-0.143069555,-0.062645613,0.060076256,0.999991146
149,28/5/2024,0.147924425,-0.643064545,0.231476381,-1.487905422,-2.824807533,-0.240106712,0.099689035,0.112085329,0.987436309
150,29/5/2024,0.17305089,-0.693923212,-0.023991133,-1.487905422,-1.525599641,-0.090240357,0.069402561,0.055085457,0.999995758
151,30/5/2024,0.217473774,-0.726924666,0.260626448,-1.487905422,-1.243529118,-0.043969885,0.125156234,0.031637091,0.99999094
152,31/5/2024,0.334422712,-0.737269767,-0.175569551,-1.487905422,-1.025263939,0.11659539,-0.100589085,0.055274566,0.965009157
