Index,Date Created,Timestamp,Device ID,Radiation(uSv/h),Last Seen
39,1/1/2024,1704046675,rad_001,41297.76,31 days ago
40,1/1/2024,1704046891,rad_001,19522.57,31 days ago
41,1/1/2024,1704047106,rad_001,21053.76,31 days ago
42,1/1/2024,1704047322,rad_001,8454.66,31 days ago
43,1/1/2024,1704047538,rad_001,7615.19,31 days ago
44,1/1/2024,1704047753,rad_001,22369.62,31 days ago
45,1/1/2024,1704047969,rad_001,82595.52,31 days ago
46,1/1/2024,1704048184,rad_001,16582.88,31 days ago
47,1/1/2024,1704048400,rad_001,13379.96,31 days ago
48,1/1/2024,1704048615,rad_001,8694.26,31 days ago
49,1/1/2024,1704048831,rad_001,0,31 days ago
50,1/1/2024,1704049046,rad_001,15017.36,31 days ago
51,1/1/2024,1704049262,rad_001,76695.84,31 days ago
52,1/1/2024,1704049468,rad_001,0,31 days ago
53,1/1/2024,1704049683,rad_001,0,31 days ago
54,1/1/2024,1704049899,rad_001,21801.86,31 days ago
55,1/1/2024,1704050115,rad_001,0,31 days ago
56,1/1/2024,1704050330,rad_001,0,31 days ago
57,1/1/2024,1704050546,rad_001,107374.18,31 days ago
58,1/1/2024,1704050761,rad_001,6316.12,31 days ago
59,1/1/2024,1704050977,rad_001,0,31 days ago
60,1/1/2024,1704051192,rad_001,8747.38,31 days ago
61,1/1/2024,1704051408,rad_001,13379.96,31 days ago
62,1/1/2024,1704051624,rad_001,0,31 days ago
63,1/1/2024,1704051839,rad_001,0,31 days ago
64,1/1/2024,1704052055,rad_001,7615.19,31 days ago
65,1/1/2024,1704052271,rad_001,82595.52,31 days ago
66,1/1/2024,1704052486,rad_001,10082.08,31 days ago
67,1/1/2024,1704052702,rad_001,0,31 days ago
68,1/1/2024,1704052918,rad_001,17318.41,31 days ago
69,1/1/2024,1704053131,rad_001,24970.74,31 days ago
70,1/1/2024,1704053346,rad_001,0,31 days ago
71,1/1/2024,1704053562,rad_001,14510.02,31 days ago
72,1/1/2024,1704053778,rad_001,214748.36,31 days ago
73,1/1/2024,1704053993,rad_001,24265.35,31 days ago
74,1/1/2024,1704054208,rad_001,15561.47,31 days ago
75,1/1/2024,1704054424,rad_001,78090.31,31 days ago
76,1/1/2024,1704054639,rad_001,8694.26,31 days ago
77,1/1/2024,1704054855,rad_001,0,31 days ago
78,1/1/2024,1704055071,rad_001,0,31 days ago
79,1/1/2024,1704055286,rad_001,19434.24,31 days ago
80,1/1/2024,1704055501,rad_001,0,31 days ago
81,1/1/2024,1704055717,rad_001,0,31 days ago
82,1/1/2024,1704055932,rad_001,60492.49,31 days ago
83,1/1/2024,1704056148,rad_001,0,31 days ago
84,1/1/2024,1704056363,rad_001,0,31 days ago
85,1/1/2024,1704056579,rad_001,0,31 days ago
86,1/1/2024,1704056795,rad_001,0,31 days ago
87,1/1/2024,1704057010,rad_001,38347.92,31 days ago
88,1/1/2024,1704057226,rad_001,11302.54,31 days ago
89,1/1/2024,1704057441,rad_001,8471.33,31 days ago
90,1/1/2024,1704057657,rad_001,23342.21,31 days ago
91,1/1/2024,1704057873,rad_001,0,31 days ago
92,1/1/2024,1704058088,rad_001,76695.84,31 days ago
93,1/1/2024,1704058304,rad_001,20164.16,31 days ago
94,1/1/2024,1704058520,rad_001,0,31 days ago
95,1/1/2024,1704058734,rad_001,357913.94,31 days ago
96,1/1/2024,1704058944,rad_001,7354.39,31 days ago
97,1/1/2024,1704059160,rad_001,0,31 days ago
98,1/1/2024,1704059375,rad_001,5948.7,31 days ago
99,1/1/2024,1704059591,rad_001,11628.97,31 days ago
100,1/1/2024,1704059807,rad_001,0,31 days ago
101,1/1/2024,1704060022,rad_001,26843.54,31 days ago
102,1/1/2024,1704060238,rad_001,17318.41,31 days ago
103,1/1/2024,1704060453,rad_001,17179.86,31 days ago
104,1/1/2024,1704060669,rad_001,8801.16,31 days ago
105,1/1/2024,1704060884,rad_001,0,31 days ago
106,1/1/2024,1704061100,rad_001,41297.76,31 days ago
107,1/1/2024,1704061315,rad_001,0,31 days ago
108,1/1/2024,1704061531,rad_001,22025.47,31 days ago
109,1/1/2024,1704061747,rad_001,16025.99,31 days ago
110,1/1/2024,1704061962,rad_001,11184.81,31 days ago
111,1/1/2024,1704062178,rad_001,13338.4,31 days ago
112,1/1/2024,1704062393,rad_001,0,31 days ago
113,1/1/2024,1704062608,rad_001,0,31 days ago
114,1/1/2024,1704062823,rad_001,82595.52,31 days ago
115,1/1/2024,1704063038,rad_001,17530.47,31 days ago
116,1/1/2024,1704063254,rad_001,16268.81,31 days ago
117,1/1/2024,1704063470,rad_001,0,31 days ago
118,1/1/2024,1704063683,rad_001,31580.64,31 days ago
119,1/1/2024,1704063898,rad_001,0,31 days ago
120,1/1/2024,1704064114,rad_001,64424.5,31 days ago
121,1/1/2024,1704064329,rad_001,0,31 days ago
122,1/1/2024,1704064545,rad_001,19792.47,31 days ago
123,1/1/2024,1704064760,rad_001,107374.18,31 days ago
124,1/1/2024,1704064976,rad_001,41297.76,31 days ago
125,1/1/2024,1704065191,rad_001,41297.76,31 days ago
126,1/1/2024,1704065407,rad_001,3144.19,31 days ago
127,1/1/2024,1704065622,rad_001,15123.12,31 days ago
128,1/1/2024,1704065838,rad_001,0,31 days ago
129,1/1/2024,1704066053,rad_001,0,31 days ago
130,1/1/2024,1704066269,rad_001,0,31 days ago
131,1/1/2024,1704066484,rad_001,0,31 days ago
132,1/1/2024,1704066700,rad_001,20648.88,31 days ago
133,1/1/2024,1704066915,rad_001,10956.54,31 days ago
134,1/1/2024,1704067131,rad_001,3376.54,31 days ago
135,1/1/2024,1704067346,rad_001,0,31 days ago
136,1/1/2024,1704067562,rad_001,11831.86,31 days ago
137,1/1/2024,1704067777,rad_001,8572.78,31 days ago
138,1/1/2024,1704067993,rad_001,16519.1,31 days ago
139,1/1/2024,1704068203,rad_001,11831.86,31 days ago
140,1/1/2024,1704068418,rad_001,0,31 days ago
141,1/1/2024,1704068634,rad_001,14810.23,31 days ago
142,1/1/2024,1704068849,rad_001,14913.08,31 days ago
143,1/1/2024,1704069065,rad_001,41297.76,31 days ago
144,1/1/2024,1704069280,rad_001,14913.08,31 days ago
145,1/1/2024,1704069496,rad_001,18512.79,31 days ago
146,1/1/2024,1704069712,rad_001,66076.42,31 days ago
147,1/1/2024,1704069927,rad_001,9377.65,31 days ago
148,1/1/2024,1704070143,rad_001,0,31 days ago
149,1/1/2024,1704070358,rad_001,41297.76,31 days ago
150,1/1/2024,1704070574,rad_001,82595.52,31 days ago
151,1/1/2024,1704070789,rad_001,0,31 days ago
152,1/1/2024,1704071005,rad_001,26843.54,31 days ago
153,1/1/2024,1704071220,rad_001,21262.21,31 days ago
154,1/1/2024,1704071436,rad_001,178956.97,31 days ago
155,1/1/2024,1704071652,rad_001,0,31 days ago
156,1/1/2024,1704071867,rad_001,41297.76,31 days ago
157,1/1/2024,1704072083,rad_001,38347.92,31 days ago
158,1/1/2024,1704072298,rad_001,28256.36,31 days ago
159,1/1/2024,1704072513,rad_001,0,31 days ago
160,1/1/2024,1704072729,rad_001,0,31 days ago
161,1/1/2024,1704072944,rad_001,0,31 days ago
162,1/1/2024,1704073160,rad_001,13591.66,31 days ago
163,1/1/2024,1704073375,rad_001,19701.68,31 days ago
164,1/1/2024,1704073591,rad_001,22845.57,31 days ago
165,1/1/2024,1704073806,rad_001,14708.79,31 days ago
166,1/1/2024,1704074022,rad_001,36709.12,31 days ago
167,1/1/2024,1704074237,rad_001,21367.99,31 days ago
168,1/1/2024,1704074453,rad_001,26512.14,31 days ago
169,1/1/2024,1704074668,rad_001,0,31 days ago
170,1/1/2024,1704074879,rad_001,0,31 days ago
171,1/1/2024,1704075094,rad_001,7157.91,31 days ago
172,1/1/2024,1704075309,rad_001,82595.52,31 days ago
173,1/1/2024,1704075525,rad_001,357913.94,31 days ago
174,1/1/2024,1704075740,rad_001,13174.74,31 days ago
175,1/1/2024,1704075956,rad_001,22139,31 days ago
176,1/1/2024,1704076171,rad_001,12201.61,31 days ago
177,1/1/2024,1704076387,rad_001,17412.03,31 days ago
178,1/1/2024,1704076603,rad_001,9481.16,31 days ago
179,1/1/2024,1704076818,rad_001,82595.52,31 days ago
180,1/1/2024,1704077034,rad_001,19976.59,31 days ago
181,1/1/2024,1704077249,rad_001,17179.86,31 days ago
182,1/1/2024,1704077465,rad_001,214748.36,31 days ago
183,1/1/2024,1704077680,rad_001,0,31 days ago
184,1/1/2024,1704077896,rad_001,268435.45,31 days ago
185,1/1/2024,1704078111,rad_001,134217.72,31 days ago
186,1/1/2024,1704078327,rad_001,26188.82,31 days ago
187,1/1/2024,1704078542,rad_001,41297.76,31 days ago
188,1/1/2024,1704078758,rad_001,20259.28,31 days ago
189,1/1/2024,1704078973,rad_001,8012.99,31 days ago
190,1/1/2024,1704079188,rad_001,0,31 days ago
191,1/1/2024,1704079404,rad_001,17318.41,31 days ago
192,1/1/2024,1704079619,rad_001,4294.96,31 days ago
193,1/1/2024,1704079835,rad_001,13421.77,31 days ago
194,1/1/2024,1704080050,rad_001,97612.89,31 days ago
195,1/1/2024,1704080266,rad_001,0,31 days ago
196,1/1/2024,1704080480,rad_001,97612.89,31 days ago
197,1/1/2024,1704080695,rad_001,0,31 days ago
198,1/1/2024,1704080911,rad_001,20648.88,31 days ago
199,1/1/2024,1704081126,rad_001,82595.52,31 days ago
200,1/1/2024,1704081341,rad_001,0,31 days ago
201,1/1/2024,1704081557,rad_001,34087.04,31 days ago
202,1/1/2024,1704081773,rad_001,21765.03,30 days ago
203,1/1/2024,1704081988,rad_001,82595.52,30 days ago
204,1/1/2024,1704082204,rad_001,0,30 days ago
205,1/1/2024,1704082419,rad_001,33818.64,30 days ago
206,1/1/2024,1704082635,rad_001,23091.22,30 days ago
207,1/1/2024,1704082850,rad_001,61946.64,30 days ago
208,1/1/2024,1704083066,rad_001,0,30 days ago
209,1/1/2024,1704083282,rad_001,17248.86,30 days ago
210,1/1/2024,1704083497,rad_001,82595.52,30 days ago
211,1/1/2024,1704083713,rad_001,0,30 days ago
212,1/1/2024,1704083929,rad_001,10552.74,30 days ago
213,1/1/2024,1704084144,rad_001,26349.49,30 days ago
214,1/1/2024,1704084360,rad_001,0,30 days ago
215,1/1/2024,1704084575,rad_001,0,30 days ago
216,1/1/2024,1704084791,rad_001,41297.76,30 days ago
217,1/1/2024,1704085006,rad_001,13379.96,30 days ago
218,1/1/2024,1704085222,rad_001,13256.07,30 days ago
219,1/1/2024,1704085436,rad_001,15732.48,30 days ago
220,1/1/2024,1704085651,rad_001,8521.76,30 days ago
221,1/1/2024,1704085867,rad_001,7521.83,30 days ago
222,1/1/2024,1704086082,rad_001,0,30 days ago
223,1/1/2024,1704086298,rad_001,0,30 days ago
224,1/1/2024,1704086513,rad_001,8855.6,30 days ago
225,1/1/2024,1704086729,rad_001,20648.88,30 days ago
226,1/1/2024,1704086945,rad_001,22369.62,30 days ago
227,1/1/2024,1704087160,rad_001,8521.76,30 days ago
228,1/1/2024,1704087375,rad_001,0,30 days ago
229,1/1/2024,1704087591,rad_001,0,30 days ago
230,1/1/2024,1704087807,rad_001,0,30 days ago
231,1/1/2024,1704088022,rad_001,95443.71,30 days ago
232,1/1/2024,1704088238,rad_001,0,30 days ago
233,1/1/2024,1704088453,rad_001,6100.8,30 days ago
234,1/1/2024,1704088668,rad_001,7909.7,30 days ago
235,1/1/2024,1704088884,rad_001,0,30 days ago
236,1/1/2024,1704089100,rad_001,0,30 days ago
237,1/1/2024,1704089315,rad_001,21053.76,30 days ago
238,1/1/2024,1704089531,rad_001,82595.52,30 days ago
239,1/1/2024,1704089746,rad_001,14412.64,30 days ago
240,1/1/2024,1704089962,rad_001,41297.76,30 days ago
241,1/1/2024,1704090177,rad_001,0,30 days ago
242,1/1/2024,1704090393,rad_001,10818.55,30 days ago
243,1/1/2024,1704090609,rad_001,9965.12,30 days ago
244,1/1/2024,1704090824,rad_001,0,30 days ago
245,1/1/2024,1704091040,rad_001,21474.83,30 days ago
246,1/1/2024,1704091255,rad_001,0,30 days ago
247,1/1/2024,1704091471,rad_001,11671.1,30 days ago
248,1/1/2024,1704091686,rad_001,0,30 days ago
249,1/1/2024,1704091902,rad_001,0,30 days ago
250,1/1/2024,1704092117,rad_001,0,30 days ago
251,1/1/2024,1704092333,rad_001,7158.27,30 days ago
252,1/1/2024,1704092548,rad_001,23216.03,30 days ago
253,1/1/2024,1704092763,rad_001,8134.4,30 days ago
254,1/1/2024,1704092979,rad_001,0,30 days ago
255,1/1/2024,1704093194,rad_001,41297.76,30 days ago
256,1/1/2024,1704093410,rad_001,0,30 days ago
257,1/1/2024,1704093625,rad_001,6410.39,30 days ago
258,1/1/2024,1704093841,rad_001,0,30 days ago
259,1/1/2024,1704094056,rad_001,20648.88,30 days ago
260,1/1/2024,1704094272,rad_001,16519.1,30 days ago
261,1/1/2024,1704094487,rad_001,30678.33,30 days ago
262,1/1/2024,1704094703,rad_001,20648.88,30 days ago
263,1/1/2024,1704094919,rad_001,0,30 days ago
264,1/1/2024,1704095134,rad_001,14708.79,30 days ago
265,1/1/2024,1704095349,rad_001,18122.22,30 days ago
266,1/1/2024,1704095565,rad_001,0,30 days ago
267,1/1/2024,1704095781,rad_001,82595.52,30 days ago
268,1/1/2024,1704095996,rad_001,12485.37,30 days ago
269,1/1/2024,1704096212,rad_001,14127.63,30 days ago
270,1/1/2024,1704096427,rad_001,15732.48,30 days ago
271,1/1/2024,1704096643,rad_001,9873.48,30 days ago
272,1/1/2024,1704096858,rad_001,19434.24,30 days ago
273,1/1/2024,1704097074,rad_001,89478.48,30 days ago
274,1/1/2024,1704097290,rad_001,24129.03,30 days ago
275,1/1/2024,1704097505,rad_001,26512.14,30 days ago
276,1/1/2024,1704097721,rad_001,0,30 days ago
277,1/1/2024,1704097937,rad_001,29217.46,30 days ago
278,1/1/2024,1704098152,rad_001,8612.9,30 days ago
279,1/1/2024,1704098368,rad_001,0,30 days ago
280,1/1/2024,1704098583,rad_001,16146.49,30 days ago
281,1/1/2024,1704098799,rad_001,0,30 days ago
282,1/1/2024,1704099015,rad_001,29826.16,30 days ago
283,1/1/2024,1704099230,rad_001,11671.1,30 days ago
284,1/1/2024,1704099445,rad_001,15123.12,30 days ago
285,1/1/2024,1704099661,rad_001,13678.24,30 days ago
286,1/1/2024,1704099876,rad_001,0,30 days ago
287,1/1/2024,1704100092,rad_001,19884.1,30 days ago
288,1/1/2024,1704100308,rad_001,0,30 days ago
289,1/1/2024,1704100523,rad_001,11392.48,30 days ago
290,1/1/2024,1704100739,rad_001,0,30 days ago
291,1/1/2024,1704100954,rad_001,41297.76,30 days ago
292,1/1/2024,1704101170,rad_001,0,30 days ago
293,1/1/2024,1704101385,rad_001,82595.52,30 days ago
294,1/1/2024,1704101601,rad_001,10993.94,30 days ago
295,1/1/2024,1704101817,rad_001,82595.52,30 days ago
296,1/1/2024,1704102032,rad_001,0,30 days ago
297,1/1/2024,1704102248,rad_001,41297.76,30 days ago
298,1/1/2024,1704102463,rad_001,11392.48,30 days ago
299,1/1/2024,1704102679,rad_001,6567.22,30 days ago
300,1/1/2024,1704102894,rad_001,82595.52,30 days ago
301,1/1/2024,1704103110,rad_001,20648.88,30 days ago
302,1/1/2024,1704103325,rad_001,0,30 days ago
303,1/1/2024,1704103541,rad_001,18837.57,30 days ago
304,1/1/2024,1704103756,rad_001,82595.52,30 days ago
305,1/1/2024,1704103972,rad_001,0,30 days ago
306,1/1/2024,1704104187,rad_001,82595.52,30 days ago
307,1/1/2024,1704104403,rad_001,12294.75,30 days ago
308,1/1/2024,1704104618,rad_001,0,30 days ago
309,1/1/2024,1704104834,rad_001,1893.72,30 days ago
310,1/1/2024,1704105049,rad_001,0,30 days ago
311,1/1/2024,1704105265,rad_001,41297.76,30 days ago
312,1/1/2024,1704105480,rad_001,12485.37,30 days ago
313,1/1/2024,1704105696,rad_001,9761.28,30 days ago
314,1/1/2024,1704105912,rad_001,13506.18,30 days ago
315,1/1/2024,1704106127,rad_001,23342.21,30 days ago
316,1/1/2024,1704106343,rad_001,0,30 days ago
317,1/1/2024,1704106559,rad_001,0,30 days ago
318,1/1/2024,1704106774,rad_001,20452.22,30 days ago
319,1/1/2024,1704106990,rad_001,17674.76,30 days ago
320,1/1/2024,1704107205,rad_001,19004.28,30 days ago
321,1/1/2024,1704107421,rad_001,9439.48,30 days ago
322,1/1/2024,1704107636,rad_001,12098.49,30 days ago
323,1/1/2024,1704107851,rad_001,20849.35,30 days ago
324,1/1/2024,1704108067,rad_001,58835.16,30 days ago
325,1/1/2024,1704108283,rad_001,0,30 days ago
326,1/1/2024,1704108499,rad_001,0,30 days ago
327,1/1/2024,1704108714,rad_001,17602.32,30 days ago
328,1/1/2024,1704108930,rad_001,0,30 days ago
329,1/1/2024,1704109146,rad_001,17248.86,30 days ago
330,1/1/2024,1704109361,rad_001,0,30 days ago
331,1/1/2024,1704109577,rad_001,24265.35,30 days ago
332,1/1/2024,1704109792,rad_001,11963.69,30 days ago
333,1/1/2024,1704110008,rad_001,14559.21,30 days ago
334,1/1/2024,1704110223,rad_001,9586.98,30 days ago
335,1/1/2024,1704110438,rad_001,3827.95,30 days ago
336,1/1/2024,1704110654,rad_001,0,30 days ago
337,1/1/2024,1704110870,rad_001,82595.52,30 days ago
338,1/1/2024,1704111085,rad_001,9316.63,30 days ago
339,1/1/2024,1704111301,rad_001,178956.97,30 days ago
340,1/1/2024,1704111516,rad_001,11332.36,30 days ago
341,1/1/2024,1704111731,rad_001,16777.21,30 days ago
342,1/1/2024,1704111947,rad_001,12030.72,30 days ago
343,1/1/2024,1704112163,rad_001,153391.68,30 days ago
344,1/1/2024,1704112378,rad_001,0,30 days ago
345,1/1/2024,1704112594,rad_001,0,30 days ago
346,1/1/2024,1704112809,rad_001,5064.82,30 days ago
347,1/1/2024,1704113025,rad_001,16455.81,30 days ago
348,1/1/2024,1704113240,rad_001,41297.76,30 days ago
349,1/1/2024,1704113456,rad_001,0,30 days ago
350,1/1/2024,1704113671,rad_001,22139,30 days ago
351,1/1/2024,1704113887,rad_001,16777.21,30 days ago
352,1/1/2024,1704114103,rad_001,715827.88,30 days ago
353,1/1/2024,1704114318,rad_001,536870.91,30 days ago
354,1/1/2024,1704114534,rad_001,16268.81,30 days ago
355,1/1/2024,1704114749,rad_001,17318.41,30 days ago
356,1/1/2024,1704114965,rad_001,76695.84,30 days ago
357,1/1/2024,1704115181,rad_001,0,30 days ago
358,1/1/2024,1704115396,rad_001,82595.52,30 days ago
359,1/1/2024,1704115612,rad_001,41297.76,30 days ago
360,1/1/2024,1704115827,rad_001,11576.73,30 days ago
361,1/1/2024,1704116043,rad_001,0,30 days ago
362,1/1/2024,1704116258,rad_001,10737.41,30 days ago
363,1/1/2024,1704116474,rad_001,7017.92,30 days ago
364,1/1/2024,1704116689,rad_001,12936.64,30 days ago
365,1/1/2024,1704116905,rad_001,31580.64,30 days ago
366,1/1/2024,1704117120,rad_001,0,30 days ago
367,1/1/2024,1704117336,rad_001,49367.44,30 days ago
368,1/1/2024,1704117552,rad_001,0,30 days ago
369,1/1/2024,1704117767,rad_001,26843.54,30 days ago
370,1/1/2024,1704117983,rad_001,11422.78,30 days ago
371,1/1/2024,1704118199,rad_001,0,30 days ago
372,1/1/2024,1704118414,rad_001,13591.66,30 days ago
373,1/1/2024,1704118629,rad_001,82595.52,30 days ago
374,1/1/2024,1704118845,rad_001,13463.84,30 days ago
375,1/1/2024,1704119060,rad_001,10631.1,30 days ago
376,1/1/2024,1704119276,rad_001,0,30 days ago
377,1/1/2024,1704119491,rad_001,0,30 days ago
378,1/1/2024,1704119707,rad_001,0,30 days ago
379,1/1/2024,1704119922,rad_001,10177.64,30 days ago
380,1/1/2024,1704120138,rad_001,16976.15,30 days ago
381,1/1/2024,1704120353,rad_001,8073.24,30 days ago
382,1/1/2024,1704120569,rad_001,41297.76,30 days ago
383,1/1/2024,1704120784,rad_001,0,30 days ago
384,1/1/2024,1704121000,rad_001,0,30 days ago
385,1/1/2024,1704121216,rad_001,15848.58,30 days ago
386,1/1/2024,1704121432,rad_001,0,30 days ago
387,1/1/2024,1704121647,rad_001,0,30 days ago
388,1/1/2024,1704121860,rad_001,10450.04,30 days ago
389,1/1/2024,1704122076,rad_001,5835.55,30 days ago
390,1/1/2024,1704122291,rad_001,0,30 days ago
391,1/1/2024,1704122507,rad_001,0,30 days ago
392,1/1/2024,1704122722,rad_001,0,30 days ago
393,1/1/2024,1704122938,rad_001,0,30 days ago
394,1/1/2024,1704123154,rad_001,0,30 days ago
395,1/1/2024,1704123369,rad_001,82595.52,30 days ago
396,1/1/2024,1704123585,rad_001,4809.59,30 days ago
397,1/1/2024,1704123800,rad_001,12201.61,30 days ago
398,1/1/2024,1704124016,rad_001,22139,30 days ago
399,1/1/2024,1704124232,rad_001,7087.4,30 days ago
400,1/1/2024,1704124447,rad_001,0,30 days ago
401,1/1/2024,1704124663,rad_001,11302.54,30 days ago
402,2/1/2024,1704124879,rad_001,20648.88,30 days ago
403,2/1/2024,1704125094,rad_001,0,30 days ago
404,2/1/2024,1704125310,rad_001,0,30 days ago
405,2/1/2024,1704125526,rad_001,0,30 days ago
406,2/1/2024,1704125741,rad_001,0,30 days ago
407,2/1/2024,1704125957,rad_001,59652.32,30 days ago
408,2/1/2024,1704126172,rad_001,0,30 days ago
409,2/1/2024,1704126388,rad_001,12936.64,30 days ago
410,2/1/2024,1704126603,rad_001,41297.76,30 days ago
411,2/1/2024,1704126819,rad_001,15394.14,30 days ago
412,2/1/2024,1704127035,rad_001,18512.79,30 days ago
413,2/1/2024,1704127250,rad_001,19060.5,30 days ago
414,2/1/2024,1704127466,rad_001,31814.57,30 days ago
415,2/1/2024,1704127681,rad_001,153391.68,30 days ago
416,2/1/2024,1704127897,rad_001,82595.52,30 days ago
417,2/1/2024,1704128112,rad_001,0,30 days ago
418,2/1/2024,1704128328,rad_001,30678.33,30 days ago
419,2/1/2024,1704128543,rad_001,0,30 days ago
420,2/1/2024,1704128759,rad_001,0,30 days ago
421,2/1/2024,1704128974,rad_001,0,30 days ago
422,2/1/2024,1704129190,rad_001,33554.43,30 days ago
423,2/1/2024,1704129405,rad_001,6753.09,30 days ago
424,2/1/2024,1704129621,rad_001,0,30 days ago
425,2/1/2024,1704129836,rad_001,41297.76,30 days ago
426,2/1/2024,1704130052,rad_001,0,30 days ago
427,2/1/2024,1704130268,rad_001,0,30 days ago
428,2/1/2024,1704130483,rad_001,25264.51,30 days ago
429,2/1/2024,1704130699,rad_001,9236.48,30 days ago
430,2/1/2024,1704130914,rad_001,10604.85,30 days ago
431,2/1/2024,1704131130,rad_001,0,30 days ago
432,2/1/2024,1704131345,rad_001,16777.21,30 days ago
433,2/1/2024,1704131561,rad_001,11126.85,30 days ago
434,2/1/2024,1704131776,rad_001,0,30 days ago
435,2/1/2024,1704131992,rad_001,0,30 days ago
436,2/1/2024,1704132207,rad_001,16647.16,30 days ago
437,2/1/2024,1704132423,rad_001,536870.91,30 days ago
438,2/1/2024,1704132638,rad_001,9099.5,30 days ago
439,2/1/2024,1704132854,rad_001,0,30 days ago
440,2/1/2024,1704133070,rad_001,0,30 days ago
441,2/1/2024,1704133285,rad_001,0,30 days ago
442,2/1/2024,1704133500,rad_001,0,30 days ago
443,2/1/2024,1704133716,rad_001,82595.52,30 days ago
444,2/1/2024,1704133931,rad_001,13174.74,30 days ago
445,2/1/2024,1704134147,rad_001,6507.52,30 days ago
446,2/1/2024,1704134363,rad_001,10374.31,30 days ago
447,2/1/2024,1704134578,rad_001,0,30 days ago
448,2/1/2024,1704134794,rad_001,41297.76,30 days ago
449,2/1/2024,1704135009,rad_001,357913.94,30 days ago
450,2/1/2024,1704135224,rad_001,31580.64,30 days ago
451,2/1/2024,1704135440,rad_001,0,30 days ago
452,2/1/2024,1704135653,rad_001,89478.48,30 days ago
453,2/1/2024,1704135868,rad_001,7697.07,30 days ago
454,2/1/2024,1704136081,rad_001,42949.67,30 days ago
455,2/1/2024,1704136297,rad_001,41297.76,30 days ago
456,2/1/2024,1704136513,rad_001,32212.25,30 days ago
457,2/1/2024,1704136728,rad_001,6795.83,30 days ago
458,2/1/2024,1704136944,rad_001,0,30 days ago
459,2/1/2024,1704137160,rad_001,6344.11,30 days ago
460,2/1/2024,1704137375,rad_001,13256.07,30 days ago
461,2/1/2024,1704137591,rad_001,4299.26,30 days ago
462,2/1/2024,1704137806,rad_001,0,30 days ago
463,2/1/2024,1704138022,rad_001,0,30 days ago
464,2/1/2024,1704138238,rad_001,0,30 days ago
465,2/1/2024,1704138453,rad_001,0,30 days ago
466,2/1/2024,1704138669,rad_001,14128.18,30 days ago
467,2/1/2024,1704138884,rad_001,0,30 days ago
468,2/1/2024,1704139100,rad_001,10475.53,30 days ago
469,2/1/2024,1704139315,rad_001,33818.64,30 days ago
470,2/1/2024,1704139531,rad_001,34636.83,30 days ago
471,2/1/2024,1704139746,rad_001,17043.52,30 days ago
472,2/1/2024,1704139962,rad_001,0,30 days ago
473,2/1/2024,1704140177,rad_001,13174.74,30 days ago
474,2/1/2024,1704140393,rad_001,22139,30 days ago
475,2/1/2024,1704140608,rad_001,32786.01,30 days ago
476,2/1/2024,1704140823,rad_001,0,30 days ago
477,2/1/2024,1704141039,rad_001,13338.4,30 days ago
478,2/1/2024,1704141254,rad_001,13765.92,30 days ago
479,2/1/2024,1704141470,rad_001,9138.22,30 days ago
