Index,Date Created,Temperature(°C),Humidity(%),CO2(ppm),Battery,RSSI,loRaSNR,Frequency
135,14/5/2024,0.465720889,-0.019092136,0.456664817,0.220171103,-0.10936455,-0.213480943,0.015833626
136,15/5/2024,-0.052524162,-0.510490136,0.340566215,0.220171103,0.662779307,0.039352149,-0.103357901
137,16/5/2024,0.274511829,-0.479963747,0.114495354,0.220171103,0.975258157,0.048360997,-0.09717652
138,17/5/2024,-0.172957389,-0.486461203,-0.112240221,0.220171103,0.754731059,-0.064524556,-0.062176923
139,18/5/2024,0.454024756,-0.470823259,-0.604053103,-0.242432956,0.091723748,0.0456673,0.13874823
140,19/5/2024,0.275128192,-0.51654679,-0.642023061,-0.63386716,-0.203841983,-0.1991533,-0.106333346
141,20/5/2024,-0.3394544,-0.547056118,0.127476254,-0.63386716,0.029668877,-0.018428433,-0.016273766
142,21/5/2024,-0.277712283,-0.395267515,0.331285014,-0.63386716,0.417269686,0.111013734,0.016583291
143,22/5/2024,0.327736883,-0.503302066,-1.007833724,-0.63386716,0.357906486,0.049467019,-0.044448233
144,23/5/2024,-0.126156589,-0.539991088,0.171169759,-0.63386716,0.279521386,0.003870389,-0.026719543
145,24/5/2024,0.164637439,-0.574312664,-0.168220788,-0.63386716,0.538338148,0.137695959,0.135416242
146,25/5/2024,0.300440368,-0.58536928,-0.667745571,-0.63386716,0.304850614,-0.082202682,0.129380943
147,26/5/2024,0.461929105,-0.584516391,-0.827982176,-1.057814211,0.40693242,0.122089948,0.032099743
148,27/5/2024,0.193707795,-0.606118437,0.45394784,-1.487905422,-0.223325794,-0.143069555,-0.062645613
149,28/5/2024,0.147924425,-0.643064545,0.231476381,-1.487905422,-2.824807533,-0.240106712,0.099689035
150,29/5/2024,0.17305089,-0.693923212,-0.023991133,-1.487905422,-1.525599641,-0.090240357,0.069402561
151,30/5/2024,0.217473774,-0.726924666,0.260626448,-1.487905422,-1.243529118,-0.043969885,0.125156234
152,31/5/2024,0.334422712,-0.737269767,-0.175569551,-1.487905422,-1.025263939,0.11659539,-0.100589085
