Index,Date Created,Temperature(°C),Humidity(%),CO2(ppm),Battery,RSSI,loRaSNR,Frequency
33,2/2/2024,20.61398601,49.56293706,480.8041958,31,-66.70629371,8.194055944,922595804.2
34,3/2/2024,20.32957746,51.01056338,450.8661972,31,-68.44366197,8.452464789,922657746.5
35,4/2/2024,20.45208333,50.79861111,451.0555556,31,-68.23611111,8.135416667,922619444.4
36,5/2/2024,20.87642857,50.3,485.5071429,31,-67.34285714,8.073214286,922645714.3
37,6/2/2024,20.79568345,49.12589928,485.4100719,31,-68.25179856,8.325539568,922600000
38,7/2/2024,21.09361702,48.45744681,493.2907801,31,-69.81560284,8.145390071,922710638.3
39,8/2/2024,21.33426573,48.4020979,497.048951,30.52447552,-67.77622378,8.22027972,922616783.2
40,9/2/2024,21.08391608,48.77272727,472.034965,30,-66.6993007,8.288461538,922695104.9
41,10/2/2024,20.53472222,49.82638889,445.2916667,30,-66.03472222,8.397569444,922650000
42,11/2/2024,20.39440559,50.20629371,434.0909091,30,-65.48251748,8.388111888,922653146.9
43,12/2/2024,20.34685315,50.68531469,440.5524476,30,-62.16083916,7.938811189,922654545.5
44,13/2/2024,20.61398601,50.88461538,470.3496503,30,-66.08391608,8.388111888,922689510.5
45,14/2/2024,20.70902778,50.04513889,457.6111111,30,-67.73611111,8.390625,922731944.4
46,15/2/2024,21.005,50.72142857,459.35,30,-72.3,7.671428571,922612857.1
47,16/2/2024,21.13884892,51.05035971,462.2086331,29.43884892,-71.69064748,8.014388489,922643165.5
48,17/2/2024,20.47037037,51.75925926,440.2222222,29,-70.71604938,8.074074074,922787654.3
49,18/2/2024,20.48067227,51.92016807,438.5630252,29,-69.35294118,8.325630252,922678991.6
50,19/2/2024,20.82361111,51.73958333,476.8194444,29,-68.03472222,8.017361111,922677777.8
51,20/2/2024,21.57747748,50.95495495,468.2522523,29,-71.9009009,8.211711712,922612612.6
52,21/2/2024,21.09586207,49.28275862,474.3310345,29,-70.46206897,8.053448276,922646896.6
53,22/2/2024,21.08741259,50.55594406,477.8321678,29,-71.02097902,8.318181818,922702097.9
54,23/2/2024,20.57730496,50.09929078,471.3546099,29,-72.58156028,8.216312057,922704964.5
55,24/2/2024,20.45104895,50.62587413,455.8741259,28.33566434,-70.6993007,8.38986014,922696503.5
56,25/2/2024,20.5027972,50.2027972,441.3916084,28,-70.62237762,8.003496503,922671328.7
57,26/2/2024,20.64042553,50.28368794,463.9219858,28,-66.96453901,8.044326241,922672340.4
58,27/2/2024,20.67569444,50.81597222,463.4652778,28,-65.0625,8.444444444,922675000
59,28/2/2024,20.80416667,49.01041667,463.9930556,28,-67.22916667,8.321180556,922648611.1
60,29/2/2024,20.82408759,49.16423358,462.540146,28,-69.41605839,8.666058394,922620438
61,1/3/2024,21.1972028,51.26923077,470,28,-68.83916084,8.536713287,922667132.9
62,2/3/2024,20.52142857,50.99285714,444.4571429,28,-73.57142857,8.389285714,922640000
63,3/3/2024,20.39859155,51.86971831,440.0352113,27.25352113,-72.38732394,8.235915493,922632394.4
64,4/3/2024,20.93169014,51.17605634,473.6197183,27,-68.24647887,8.190140845,922649295.8
65,5/3/2024,20.94615385,50.8041958,487.0699301,27,-71.2027972,8.006993007,922704895.1
66,6/3/2024,20.91458333,50.84375,470.6388889,27,-73.6875,8.170138889,922648611.1
67,7/3/2024,20.91818182,50.20629371,478.2097902,27,-68.64335664,8.263986014,922654545.5
68,8/3/2024,21.0556338,50.67957746,483.5,27,-65.13380282,8.346830986,922669014.1
69,9/3/2024,20.42447552,51.34615385,439.2867133,27,-63.2027972,8.318181818,922640559.4
70,10/3/2024,20.43030303,51.00757576,444.2348485,27,-67.31060606,8.628787879,922650000
71,11/3/2024,21.1471831,50.75704225,480.056338,26.17605634,-71.5915493,7.924295775,922602816.9
72,12/3/2024,20.94647887,49.9471831,476.7957746,26,-71.74647887,8.019366197,922692957.7
73,13/3/2024,20.62847222,48.65625,470.3194444,26,-68.06944444,8.40625,922620833.3
74,14/3/2024,21.12714286,49.88214286,472.6285714,26,-70.67142857,8.351785714,922698571.4
75,15/3/2024,21.0546875,50.18359375,468.140625,26,-68.1171875,8.263671875,922715625
76,16/3/2024,20.84615385,50.60839161,446.9300699,26,-71.01398601,8.519230769,922695104.9
77,17/3/2024,20.58111888,51.38811189,437.8111888,26,-69.95104895,8.304195804,922672727.3
78,18/3/2024,20.95352113,49.72183099,474.0422535,26,-70.45070423,8.193661972,922629577.5
79,19/3/2024,21.19219858,49.23049645,476.070922,25.11347518,-64.80141844,8.515957447,922652482.3
80,20/3/2024,20.58611111,47.80208333,475.0416667,25,-65.40972222,8.642361111,922713888.9
81,21/3/2024,21.30704225,49.74647887,473.943662,25,-68.67605634,8.232394366,922666197.2
82,22/3/2024,21.03049645,49.40780142,465.0851064,25,-68.0070922,8.338652482,922646808.5
83,23/3/2024,20.89722222,50.98958333,444.4722222,25,-66.63194444,8.543402778,922663888.9
84,24/3/2024,20.81258741,50.71328671,447.020979,25,-63.5034965,8.798951049,922618181.8
85,25/3/2024,20.81151079,50.14028777,476.7338129,25,-69.72661871,8.251798561,922663309.4
86,26/3/2024,21.19626168,50.20093458,475.5420561,25,-69.88785047,8.359813084,922669158.9
87,27/3/2024,21.27112676,49.91901408,474.8380282,24.16901408,-67.3943662,8.052816901,922643662
88,28/3/2024,20.92605634,50.59859155,444.8309859,24,-69.97887324,7.963028169,922676056.3
89,29/3/2024,20.87430556,49.17013889,460.0138889,24,-68.92361111,8.354166667,922644444.4
90,30/3/2024,20.9,50.78321678,441.2517483,24,-67.53846154,8.351398601,922606993
91,31/3/2024,20.87832168,51.38811189,440.4755245,24,-69.77622378,8.342657343,922632167.8
92,1/4/2024,19.9925,57.125,465.125,17.25,-54.89166667,8.985416667,922675000
93,2/4/2024,19.31666667,56,468.6180556,17,-54.97916667,8.907986111,922627777.8
94,3/4/2024,19.52928571,56.18214286,468.5857143,17,-55.24285714,8.996428571,922694285.7
95,4/4/2024,19.67622378,56.10839161,472.5804196,17,-54.66433566,9.015734266,922651748.3
96,5/4/2024,19.17708333,56.26736111,461.9027778,17,-55.81944444,8.810763889,922738888.9
97,6/4/2024,19.14822695,56.26241135,448.212766,17,-55.78014184,8.716312057,922628368.8
98,7/4/2024,18.58913043,60.06884058,454,17,-55.48550725,8.902173913,922682608.7
99,8/4/2024,20.20364964,56.47445255,461.6131387,17,-55.29927007,8.848540146,922597080.3
100,9/4/2024,20.07832168,56.12937063,454.5034965,16.07692308,-55.09090909,8.743006993,922653146.9
101,10/4/2024,19.32083333,57.60069444,447.0902778,16,-55.31944444,8.854166667,922623611.1
102,11/4/2024,19.45,58.12152778,443.5,16,-55.72222222,8.862847222,922629166.7
103,12/4/2024,19.81468531,56.37062937,453.2027972,16,-55.23776224,8.910839161,922707692.3
104,13/4/2024,19.81678322,57.74125874,440.3986014,16,-54.48951049,8.812937063,922640559.4
105,14/4/2024,19.32816901,58.48943662,448.6760563,16,-52.58450704,8.475352113,922702816.9
106,15/4/2024,20.13472222,56.55902778,456.8680556,16,-53.83333333,8.5625,922654166.7
107,16/4/2024,19.98098592,56.47887324,473.6760563,16,-53.98591549,9.072183099,922674647.9
108,17/4/2024,20.29090909,57.11538462,464.2027972,15.01398601,-54.41958042,8.986013986,922650349.7
109,18/4/2024,19.46134454,56.65966387,480.0672269,15,-54.61344538,8.703781513,922650420.2
110,19/4/2024,19.53700787,57.29527559,471.3622047,15,-52.31496063,8.582677165,922640944.9
111,20/4/2024,18.95774648,59.90492958,450.5422535,15,-53.16197183,8.867957746,922676056.3
112,21/4/2024,19.18802817,60.25352113,451.9295775,15,-52.74647887,8.727112676,922621126.8
113,22/4/2024,19.25734266,57.02447552,474.3356643,15,-51.88811189,8.676573427,922665734.3
114,23/4/2024,19.72464789,57,477.3169014,15,-51.35211268,8.660211268,922674647.9
115,24/4/2024,19.84357143,57.23214286,472.6285714,14.80714286,-53.4,8.835714286,922651428.6
116,25/4/2024,19.86083916,56.82167832,469.8671329,14,-54.29370629,8.914335664,922654545.5
117,26/4/2024,19.4020979,56.7027972,466.7412587,14,-53.3986014,8.914335664,922632167.8
118,27/4/2024,19.19859155,57.17253521,459.2605634,14,-53.42957746,8.941901408,922652112.7
119,28/4/2024,18.82152778,58.27777778,456.1944444,14,-53.23611111,8.774305556,922676388.9
120,29/4/2024,19.15244755,55.72377622,478.986014,14,-52.43356643,8.501748252,922595804.2
121,30/4/2024,20.40714286,52.18571429,476.1285714,14,-53.21428571,8.441071429,922710000
122,1/5/2024,20.02198582,54.92553191,447.1914894,14,-54.40425532,9.191489362,922704964.5
123,2/5/2024,19.67692308,55.87062937,478.3776224,13.65034965,-54.1958042,8.763986014,922660139.9
124,3/5/2024,20.30797101,55.39855072,468.2971014,13,-54.44202899,9.016304348,922621739.1
125,4/5/2024,19.86783217,57.86363636,438.5524476,13,-54.74825175,8.951048951,922707692.3
126,5/5/2024,19.73680556,60.68402778,451.1597222,13,-54.60416667,8.866319444,922659722.2
127,6/5/2024,19.99642857,56.58571429,473.0571429,13,-54.63571429,9.014285714,922664285.7
128,7/5/2024,20.51458333,57.04861111,485.4513889,13,-54.19444444,8.751736111,922695833.3
129,8/5/2024,21.16056338,50.72887324,473.2887324,13,-55.35915493,8.757042254,922684507
130,9/5/2024,21.37342657,48.77972028,473.9160839,13,-56.60839161,8.673076923,922640559.4
131,10/5/2024,20.75314685,48.08041958,467.4545455,12.44755245,-57.11888112,8.508741259,922660139.9
132,11/5/2024,20.57103448,48.49655172,451.3172414,12,-56.03448276,8.370689655,922583448.3
133,12/5/2024,20.91398601,50.0034965,440.1188811,12,-56.93006993,8.409090909,922612587.4
134,13/5/2024,21.14836066,47.62295082,472.4016393,12,-56.8852459,8.354508197,922634426.2
135,14/5/2024,21.09635036,48.86131387,472.8978102,12,-56.59124088,8.406934307,922668613.1
136,15/5/2024,20.61188811,46.02447552,469.3076923,12,-53.30769231,8.753496503,922612587.4
137,16/5/2024,20.91760563,46.20070423,462.3169014,12,-51.97887324,8.76584507,922615493
138,17/5/2024,20.49930556,46.16319444,455.3055556,12,-52.91666667,8.611111111,922631944.4
139,18/5/2024,21.08541667,46.25347222,440.0972222,11.45833333,-55.73611111,8.762152778,922726388.9
140,19/5/2024,20.91818182,45.98951049,438.9230769,11,-56.99300699,8.426573427,922611188.8
141,20/5/2024,20.34366197,45.81338028,462.7183099,11,-56,8.674295775,922653521.1
142,21/5/2024,20.40137931,46.68965517,469.0206897,11,-54.35172414,8.851724138,922668965.5
143,22/5/2024,20.96736111,46.06597222,427.6111111,11,-54.60416667,8.767361111,922640277.8
144,23/5/2024,20.54305556,45.85416667,464.0694444,11,-54.9375,8.704861111,922648611.1
145,24/5/2024,20.81489362,45.65602837,453.5744681,11,-53.83687943,8.888297872,922724822.7
146,25/5/2024,20.94184397,45.59219858,438.1276596,11,-54.82978723,8.586879433,922721985.8
147,26/5/2024,21.09280576,45.5971223,433.1726619,10.50359712,-54.39568345,8.866906475,922676259
148,27/5/2024,20.84206897,45.47241379,472.8137931,10,-57.07586207,8.503448276,922631724.1
149,28/5/2024,20.79927007,45.25912409,465.9343066,10,-68.13868613,8.370437956,922708029.2
150,29/5/2024,20.82275862,44.96551724,458.0344828,10,-62.6137931,8.575862069,922693793.1
151,30/5/2024,20.86428571,44.775,466.8357143,10,-61.41428571,8.639285714,922720000
152,31/5/2024,20.97361111,44.71527778,453.3472222,10,-60.48611111,8.859375,922613888.9
