Index,Date Created,Device ID,Temperature(°C),Humidity(%),CO2(ppm),Battery,Last Seen,RSSI,loRaSNR,Frequency,DR
30,1/1/2024,24e124725c065829,22,51,443,29,31 days ago,-49,9.5,922200000,2
31,1/1/2024,24e124725c065829,21.9,50,444,29,31 days ago,-47,9.25,922800000,2
32,1/1/2024,24e124725c065829,21.9,47.5,449,29,31 days ago,-49,10.25,923200000,2
33,1/1/2024,24e124725c065829,21.9,46,439,29,31 days ago,-50,8.25,923400000,2
34,1/1/2024,24e124725c065829,21.9,43,444,29,31 days ago,-50,9.25,923400000,2
35,1/1/2024,24e124725c065829,21.9,42.5,441,29,31 days ago,-49,10.25,922800000,2
36,1/1/2024,24e124725c065829,21.8,47,450,29,31 days ago,-49,11,923200000,2
37,1/1/2024,24e124725c065829,22.1,52,444,29,31 days ago,-50,9.25,923400000,2
38,1/1/2024,24e124725c065829,22.1,44,446,29,31 days ago,-50,8,922400000,2
39,1/1/2024,24e124725c065829,22.3,50,442,29,31 days ago,-48,8.75,922800000,2
40,1/1/2024,24e124725c065829,22.4,48,454,29,31 days ago,-50,7.25,922000000,2
41,1/1/2024,24e124725c065829,22.3,42.5,453,29,31 days ago,-50,11,923200000,2
42,1/1/2024,24e124725c065829,22.4,45.5,448,29,31 days ago,-49,9.5,922800000,2
43,1/1/2024,24e124725c065829,22.5,42.5,449,29,31 days ago,-50,8,922000000,2
44,1/1/2024,24e124725c065829,22.5,47,448,29,31 days ago,-49,9,923200000,2
45,1/1/2024,24e124725c065829,22.4,44.5,450,29,31 days ago,-50,6.75,922000000,2
46,1/1/2024,24e124725c065829,22.4,43,455,29,31 days ago,-49,10.75,923200000,2
47,1/1/2024,24e124725c065829,22.3,47,455,29,31 days ago,-49,9,922800000,2
48,1/1/2024,24e124725c065829,22.4,41,456,29,31 days ago,-48,9,922800000,2
49,1/1/2024,24e124725c065829,22.5,46,462,29,31 days ago,-50,9.75,923200000,2
50,1/1/2024,24e124725c065829,22.3,48,464,29,31 days ago,-50,7.75,922000000,2
51,1/1/2024,24e124725c065829,22.3,43,454,29,31 days ago,-49,8.25,922600000,2
52,1/1/2024,24e124725c065829,22.4,47,462,29,31 days ago,-49,9.5,923200000,2
53,1/1/2024,24e124725c065829,22.2,44.5,461,29,31 days ago,-49,9.5,922800000,2
54,1/1/2024,24e124725c065829,22.5,47.5,459,29,31 days ago,-50,8.75,922200000,2
55,1/1/2024,24e124725c065829,22.5,41.5,475,29,31 days ago,-51,8,922400000,2
56,1/1/2024,24e124725c065829,22.5,46,455,29,31 days ago,-48,9,922800000,2
57,1/1/2024,24e124725c065829,22.4,47,457,29,31 days ago,-51,7.5,922400000,2
58,1/1/2024,24e124725c065829,22.1,46,469,29,31 days ago,-49,9.25,922600000,2
59,1/1/2024,24e124725c065829,22.1,49.5,444,29,31 days ago,-53,8,922400000,2
60,1/1/2024,24e124725c065829,22.2,49,447,29,31 days ago,-51,9.5,922200000,2
61,1/1/2024,24e124725c065829,22.1,51,442,29,31 days ago,-51,8.25,922400000,2
62,1/1/2024,24e124725c065829,22.1,48.5,452,29,31 days ago,-49,10,922800000,2
63,1/1/2024,24e124725c065829,22.1,48.5,454,29,31 days ago,-51,10,922800000,2
64,1/1/2024,24e124725c065829,22.1,47,452,29,31 days ago,-51,8,922400000,2
65,1/1/2024,24e124725c065829,22.1,43,443,29,31 days ago,-51,7,922000000,2
66,1/1/2024,24e124725c065829,22,43.5,441,29,31 days ago,-49,9,922600000,2
67,1/1/2024,24e124725c065829,21.9,42.5,442,29,31 days ago,-50,9.5,923200000,2
68,1/1/2024,24e124725c065829,21.9,42,446,29,31 days ago,-51,10,922600000,2
69,1/1/2024,24e124725c065829,22,43.5,435,29,30 days ago,-50,9.75,923200000,2
70,1/1/2024,24e124725c065829,22,50.5,447,29,30 days ago,-49,9.5,923200000,2
71,1/1/2024,24e124725c065829,22,51,434,29,30 days ago,-50,10.75,922600000,2
72,1/1/2024,24e124725c065829,22,49.5,430,29,30 days ago,-49,9.5,922800000,2
73,1/1/2024,24e124725c065829,22.1,44.5,436,29,30 days ago,-50,10.25,922800000,2
74,1/1/2024,24e124725c065829,22,42.5,440,29,30 days ago,-50,8.75,923400000,2
75,1/1/2024,24e124725c065829,22,42,433,29,30 days ago,-53,7,922400000,2
76,1/1/2024,24e124725c065829,21.9,49,428,29,30 days ago,-51,7.5,922000000,2
77,1/1/2024,24e124725c065829,21.9,52,428,29,30 days ago,-50,10.75,922800000,2
78,1/1/2024,24e124725c065829,22,51,432,29,30 days ago,-50,10.25,922200000,2
79,1/1/2024,24e124725c065829,21.9,53,428,29,30 days ago,-53,8.5,922400000,2
80,1/1/2024,24e124725c065829,21.9,52.5,425,29,30 days ago,-48,8.5,923200000,2
81,1/1/2024,24e124725c065829,22,48.5,425,29,30 days ago,-49,8.25,923200000,2
82,1/1/2024,24e124725c065829,21.9,45,433,29,30 days ago,-51,8.25,923400000,2
83,1/1/2024,24e124725c065829,21.9,45,420,29,30 days ago,-50,7.5,923400000,2
84,1/1/2024,24e124725c065829,21.9,48.5,420,29,30 days ago,-53,8.5,923400000,2
85,1/1/2024,24e124725c065829,21.9,52.5,418,29,30 days ago,-50,10,923400000,2
86,1/1/2024,24e124725c065829,22,49,431,29,30 days ago,-47,8,922800000,2
87,1/1/2024,24e124725c065829,21.9,53,425,29,30 days ago,-50,7.75,922400000,2
88,1/1/2024,24e124725c065829,22,47.5,421,29,30 days ago,-51,8.75,922400000,2
89,1/1/2024,24e124725c065829,21.9,53,416,29,30 days ago,-50,10,922800000,2
90,1/1/2024,24e124725c065829,21.9,52.5,420,29,30 days ago,-49,8,922200000,2
91,1/1/2024,24e124725c065829,21.9,51.5,418,29,30 days ago,-49,9.75,923200000,2
92,1/1/2024,24e124725c065829,21.9,52.5,421,29,30 days ago,-50,9.25,923200000,2
93,1/1/2024,24e124725c065829,21.9,52,425,29,30 days ago,-48,8.25,922600000,2
94,1/1/2024,24e124725c065829,21.9,52.5,417,29,30 days ago,-47,9,922800000,2
95,1/1/2024,24e124725c065829,21.8,53.5,422,29,30 days ago,-48,9,923200000,2
96,1/1/2024,24e124725c065829,21.8,52,422,29,30 days ago,-49,8.75,922200000,2
97,1/1/2024,24e124725c065829,21.9,51.5,419,29,30 days ago,-50,9.5,923200000,2
98,1/1/2024,24e124725c065829,21.8,52.5,426,29,30 days ago,-51,8,922400000,2
99,1/1/2024,24e124725c065829,21.8,50,422,29,30 days ago,-50,6.75,922000000,2
100,1/1/2024,24e124725c065829,21.8,46,424,29,30 days ago,-51,7.75,922400000,2
101,1/1/2024,24e124725c065829,21.9,50.5,414,29,30 days ago,-50,10.75,923200000,2
102,1/1/2024,24e124725c065829,21.9,50,417,29,30 days ago,-51,10,922600000,2
103,1/1/2024,24e124725c065829,21.9,49.5,425,29,30 days ago,-53,7.5,923400000,2
104,1/1/2024,24e124725c065829,22,50,426,29,30 days ago,-50,7.25,922000000,2
105,1/1/2024,24e124725c065829,21.8,42,411,29,30 days ago,-50,11.25,922800000,2
106,1/1/2024,24e124725c065829,21.8,43,423,29,30 days ago,-50,7.75,922000000,2
107,1/1/2024,24e124725c065829,22,42.5,412,29,30 days ago,-48,6.5,922000000,2
108,1/1/2024,24e124725c065829,21.9,44.5,426,29,30 days ago,-49,7.25,922400000,2
109,1/1/2024,24e124725c065829,21.9,43.5,425,29,30 days ago,-49,7.5,922600000,2
110,1/1/2024,24e124725c065829,21.9,49,428,29,30 days ago,-50,7.5,922400000,2
111,1/1/2024,24e124725c065829,21.8,51,421,29,30 days ago,-50,9.5,922200000,2
112,1/1/2024,24e124725c065829,21.9,52.5,412,29,30 days ago,-49,9.25,923200000,2
113,1/1/2024,24e124725c065829,21.9,52,429,29,30 days ago,-48,8.75,923200000,2
114,1/1/2024,24e124725c065829,22,51,431,29,30 days ago,-49,8.5,922000000,2
115,1/1/2024,24e124725c065829,21.9,42.5,429,29,30 days ago,-50,9.5,922600000,2
116,1/1/2024,24e124725c065829,21.9,42.5,428,29,30 days ago,-49,7.5,922000000,2
117,1/1/2024,24e124725c065829,21.8,42.5,440,29,30 days ago,-49,9.5,922800000,2
118,1/1/2024,24e124725c065829,21.9,45,431,29,30 days ago,-50,7.5,923400000,2
119,1/1/2024,24e124725c065829,21.9,52,429,29,30 days ago,-48,9.25,922800000,2
120,1/1/2024,24e124725c065829,21.9,50,422,29,30 days ago,-49,9,922600000,2
121,1/1/2024,24e124725c065829,21.8,49.5,436,29,30 days ago,-50,7.25,923400000,2
122,1/1/2024,24e124725c065829,22,44.5,433,29,30 days ago,-49,7.5,922000000,2
123,1/1/2024,24e124725c065829,21.9,44.5,439,29,30 days ago,-50,7.75,922400000,2
124,1/1/2024,24e124725c065829,21.9,45.5,439,29,30 days ago,-50,7.75,923400000,2
125,1/1/2024,24e124725c065829,21.8,44,433,29,30 days ago,-49,10.25,923200000,2
126,1/1/2024,24e124725c065829,21.7,42.5,438,29,30 days ago,-49,9.75,922800000,2
127,1/1/2024,24e124725c065829,21.7,45,447,29,30 days ago,-50,8.25,923400000,2
128,1/1/2024,24e124725c065829,21.8,48.5,440,29,30 days ago,-48,9,922800000,2
129,1/1/2024,24e124725c065829,21.8,52,447,29,30 days ago,-49,8.75,923400000,2
130,1/1/2024,24e124725c065829,21.9,52.5,439,29,30 days ago,-49,9.25,922200000,2
131,1/1/2024,24e124725c065829,21.9,49,439,29,30 days ago,-50,10.25,922600000,2
132,1/1/2024,24e124725c065829,21.9,52.5,439,29,30 days ago,-49,9.25,922200000,2
133,1/1/2024,24e124725c065829,21.7,50,445,29,30 days ago,-50,9.25,922200000,2
134,1/1/2024,24e124725c065829,21.8,52.5,451,29,30 days ago,-50,8.75,923400000,2
135,1/1/2024,24e124725c065829,21.9,50,450,29,30 days ago,-49,8,922600000,2
136,1/1/2024,24e124725c065829,22,45.5,456,29,30 days ago,-48,7.75,922000000,2
137,1/1/2024,24e124725c065829,21.9,49.5,450,29,30 days ago,-50,9.75,922600000,2
138,1/1/2024,24e124725c065829,21.8,51,452,29,30 days ago,-49,6.5,922000000,2
139,1/1/2024,24e124725c065829,21.9,45,453,29,30 days ago,-51,9,922400000,2
140,2/1/2024,24e124725c065829,21.9,48.5,449,29,30 days ago,-49,6.25,922000000,2
141,2/1/2024,24e124725c065829,21.8,48.5,454,29,30 days ago,-50,9,922600000,2
142,2/1/2024,24e124725c065829,21.9,44,456,29,30 days ago,-50,10.75,922800000,2
143,2/1/2024,24e124725c065829,22,44,449,29,30 days ago,-50,9.75,923400000,2
144,2/1/2024,24e124725c065829,21.8,45,443,29,30 days ago,-50,7,922000000,2
145,2/1/2024,24e124725c065829,21.9,51.5,447,29,30 days ago,-50,11,922600000,2
146,2/1/2024,24e124725c065829,22,45.5,441,29,30 days ago,-49,11.25,922800000,2
147,2/1/2024,24e124725c065829,21.8,44,432,29,30 days ago,-49,9,923200000,2
148,2/1/2024,24e124725c065829,21.8,41.5,442,29,30 days ago,-49,10.25,922800000,2
149,2/1/2024,24e124725c065829,21.7,43,445,29,30 days ago,-50,9.5,922600000,2
150,2/1/2024,24e124725c065829,21.8,46.5,448,29,30 days ago,-50,10.75,922800000,2
151,2/1/2024,24e124725c065829,21.8,48.5,452,29,30 days ago,-53,8.25,922400000,2
152,2/1/2024,24e124725c065829,21.8,49,451,29,30 days ago,-50,9.75,922800000,2
153,2/1/2024,24e124725c065829,21.8,48.5,455,29,30 days ago,-51,8.5,922400000,2
154,2/1/2024,24e124725c065829,21.8,49,456,29,30 days ago,-48,8.75,923200000,2
155,2/1/2024,24e124725c065829,21.8,48,446,29,30 days ago,-51,10.5,922600000,2
156,2/1/2024,24e124725c065829,21.8,50,460,29,30 days ago,-51,10,923400000,2
157,2/1/2024,24e124725c065829,21.7,50,455,29,30 days ago,-50,9.75,923400000,2
158,2/1/2024,24e124725c065829,21.9,52,461,29,30 days ago,-47,9.25,922800000,2
159,2/1/2024,24e124725c065829,21.8,48.5,452,29,30 days ago,-51,9.75,922600000,2
160,2/1/2024,24e124725c065829,21.7,45.5,464,29,30 days ago,-51,9,923400000,2
161,2/1/2024,24e124725c065829,21.8,43,455,29,30 days ago,-51,11,922200000,2
162,2/1/2024,24e124725c065829,21.8,42.5,457,29,30 days ago,-53,7.75,922400000,2
163,2/1/2024,24e124725c065829,21.9,41.5,450,29,30 days ago,-49,8.25,923200000,2
164,2/1/2024,24e124725c065829,21.6,41.5,447,29,30 days ago,-53,8.25,922400000,2
165,2/1/2024,24e124725c065829,21.8,52,461,29,30 days ago,-50,10,922600000,2
166,2/1/2024,24e124725c065829,21.8,52,455,29,30 days ago,-50,8.75,923400000,2
167,2/1/2024,24e124725c065829,21.8,52,460,29,30 days ago,-51,7,922000000,2
168,2/1/2024,24e124725c065829,21.9,45,456,29,30 days ago,-49,9,922200000,2
169,2/1/2024,24e124725c065829,21.8,46,450,29,30 days ago,-51,10.5,923400000,2
170,2/1/2024,24e124725c065829,21.9,46,472,29,30 days ago,-48,8.5,922200000,2
171,2/1/2024,24e124725c065829,21.8,42.5,457,29,30 days ago,-48,8.5,922600000,2
172,2/1/2024,24e124725c065829,21.8,41.5,470,29,30 days ago,-47,7.5,922000000,2
173,2/1/2024,24e124725c065829,22,51,468,29,30 days ago,-50,9.5,922200000,2
174,2/1/2024,24e124725c065829,21.9,49.5,473,29,30 days ago,-50,9,922400000,2
175,2/1/2024,24e124725c065829,21.9,49,467,29,30 days ago,-49,7,922000000,2
176,2/1/2024,24e124725c065829,22,47.5,455,29,30 days ago,-50,9,922400000,2
177,2/1/2024,24e124725c065829,21.9,45,473,29,30 days ago,-50,10,922600000,2
178,2/1/2024,24e124725c065829,21.9,44.5,472,29,30 days ago,-49,8,923400000,2
179,2/1/2024,24e124725c065829,21.8,42.5,481,29,30 days ago,-50,9.25,923400000,2
180,2/1/2024,24e124725c065829,22,45,473,29,30 days ago,-50,7.25,923400000,2
181,2/1/2024,24e124725c065829,22.1,48,476,29,30 days ago,-49,10.5,923200000,2
182,2/1/2024,24e124725c065829,22.5,49,477,29,30 days ago,-49,9.25,922800000,2
183,2/1/2024,24e124725c065829,22.5,47.5,479,29,30 days ago,-49,9.5,923200000,2
184,2/1/2024,24e124725c065829,22.2,41.5,497,29,30 days ago,-50,9.5,922600000,2
185,2/1/2024,24e124725c065829,22,43,513,29,30 days ago,-50,9.5,923400000,2
186,2/1/2024,24e124725c065829,22,50.5,533,29,30 days ago,-48,8.75,922600000,2
187,2/1/2024,24e124725c065829,22.1,51,552,29,30 days ago,-50,9.5,922800000,2
188,2/1/2024,24e124725c065829,21.9,50,572,29,30 days ago,-49,10.5,922200000,2
189,2/1/2024,24e124725c065829,22,52,593,29,30 days ago,-47,9.5,922200000,2
190,2/1/2024,24e124725c065829,22,52,633,29,30 days ago,-47,8.5,922200000,2
191,2/1/2024,24e124725c065829,22.1,50.5,647,29,30 days ago,-48,12.25,922200000,2
192,2/1/2024,24e124725c065829,22,54,654,29,30 days ago,-49,10.5,922400000,2
193,2/1/2024,24e124725c065829,22,47,673,29,30 days ago,-49,11,923400000,2
194,2/1/2024,24e124725c065829,21.9,43,671,29,30 days ago,-48,10.25,922800000,2
195,2/1/2024,24e124725c065829,21.9,43.5,683,29,30 days ago,-50,8.25,922400000,2
196,2/1/2024,24e124725c065829,21.8,43,699,29,30 days ago,-48,10.75,922400000,2
197,2/1/2024,24e124725c065829,21.9,49,702,29,30 days ago,-47,8.5,923200000,2
198,2/1/2024,24e124725c065829,21.9,51.5,708,29,30 days ago,-47,6.5,922000000,2
199,2/1/2024,24e124725c065829,21.9,49.5,703,29,30 days ago,-47,9.25,923200000,2
200,2/1/2024,24e124725c065829,21.9,46,699,29,30 days ago,-48,7.75,922000000,2
201,2/1/2024,24e124725c065829,21.9,47,718,29,30 days ago,-48,10.25,922800000,2
202,2/1/2024,24e124725c065829,21.9,51,691,29,30 days ago,-50,9.25,922200000,2
203,2/1/2024,24e124725c065829,22,54,693,29,30 days ago,-49,8.25,922600000,2
204,2/1/2024,24e124725c065829,22,51.5,718,29,30 days ago,-50,10.75,922400000,2
205,2/1/2024,24e124725c065829,21.9,47,703,29,30 days ago,-48,8.5,923200000,2
206,2/1/2024,24e124725c065829,21.9,46.5,692,29,30 days ago,-46,6.75,922000000,2
207,2/1/2024,24e124725c065829,21.9,44.5,693,29,30 days ago,-47,9.25,922800000,2
208,2/1/2024,24e124725c065829,21.9,44,667,29,30 days ago,-48,7,922000000,2
209,2/1/2024,24e124725c065829,21.8,43.5,656,29,30 days ago,-47,9,922800000,2
210,2/1/2024,24e124725c065829,22,53.5,662,29,29 days ago,-50,9.5,922400000,2
211,2/1/2024,24e124725c065829,22.1,50.5,646,29,29 days ago,-49,9,923400000,2
212,2/1/2024,24e124725c065829,22,45.5,648,29,29 days ago,-50,10.75,922600000,2
213,2/1/2024,24e124725c065829,22.1,45.5,630,29,29 days ago,-47,8.5,923200000,2
214,2/1/2024,24e124725c065829,22,45,631,29,29 days ago,-50,8.75,922400000,2
215,2/1/2024,24e124725c065829,22,45,610,29,29 days ago,-48,9.75,922200000,2
216,2/1/2024,24e124725c065829,22,48.5,614,29,29 days ago,-49,10,923400000,2
217,2/1/2024,24e124725c065829,22.1,51,605,29,29 days ago,-48,9.75,923200000,2
218,2/1/2024,24e124725c065829,22,53.5,608,29,29 days ago,-48,10.25,922200000,2
219,2/1/2024,24e124725c065829,21.9,53,583,29,29 days ago,-49,7.75,922400000,2
220,2/1/2024,24e124725c065829,22.1,51,572,29,29 days ago,-46,9.25,923200000,2
221,2/1/2024,24e124725c065829,22,49,559,29,29 days ago,-47,9.75,922800000,2
222,2/1/2024,24e124725c065829,22,46.5,551,29,29 days ago,-47,7.75,922000000,2
223,2/1/2024,24e124725c065829,22,50.5,543,29,29 days ago,-48,8.25,922600000,2
224,2/1/2024,24e124725c065829,22,46.5,548,29,29 days ago,-47,9.75,923200000,2
225,2/1/2024,24e124725c065829,22,56.5,550,29,29 days ago,-47,9,922800000,2
226,2/1/2024,24e124725c065829,22,52,566,29,29 days ago,-50,10.25,922400000,2
227,2/1/2024,24e124725c065829,21.9,54.5,570,29,29 days ago,-47,6.75,922000000,2
228,2/1/2024,24e124725c065829,21.8,46.5,576,29,29 days ago,-46,9.5,922800000,2
229,2/1/2024,24e124725c065829,21.8,45,583,29,29 days ago,-47,8,923200000,2
230,2/1/2024,24e124725c065829,21.9,45.5,591,29,29 days ago,-48,10.5,922200000,2
231,2/1/2024,24e124725c065829,21.9,51.5,591,29,29 days ago,-48,9.25,922800000,2
232,2/1/2024,24e124725c065829,22,50,609,29,29 days ago,-50,8.5,922400000,2
233,2/1/2024,24e124725c065829,21.9,49,612,29,29 days ago,-48,7.25,922000000,2
234,2/1/2024,24e124725c065829,22,48,601,29,29 days ago,-49,10,922600000,2
235,2/1/2024,24e124725c065829,22,48.5,592,29,29 days ago,-50,7.5,923400000,2
236,2/1/2024,24e124725c065829,21.9,51.5,586,29,29 days ago,-48,11,923200000,2
237,2/1/2024,24e124725c065829,21.9,53.5,587,29,29 days ago,-48,9,922800000,2
238,2/1/2024,24e124725c065829,21.9,55.5,574,29,29 days ago,-50,10,922200000,2
239,2/1/2024,24e124725c065829,21.8,43,558,29,29 days ago,-45,6.5,922000000,2
240,2/1/2024,24e124725c065829,22,46.5,559,29,29 days ago,-48,11.5,922800000,2
241,2/1/2024,24e124725c065829,21.8,56,566,29,29 days ago,-50,9.25,922600000,2
242,2/1/2024,24e124725c065829,21.8,52.5,543,29,29 days ago,-48,9.5,922600000,2
243,2/1/2024,24e124725c065829,21.8,43.5,530,29,29 days ago,-50,8.25,922400000,2
244,2/1/2024,24e124725c065829,21.8,44.5,534,29,29 days ago,-49,10,922200000,2
245,2/1/2024,24e124725c065829,21.8,46,513,29,29 days ago,-49,11.25,923200000,2
246,2/1/2024,24e124725c065829,21.9,52.5,511,29,29 days ago,-49,8,923400000,2
247,2/1/2024,24e124725c065829,21.9,55,498,29,29 days ago,-47,7.75,922000000,2
248,2/1/2024,24e124725c065829,21.9,50,488,29,29 days ago,-49,9.5,922400000,2
249,2/1/2024,24e124725c065829,22,51.5,481,29,29 days ago,-49,9.25,923400000,2
250,2/1/2024,24e124725c065829,21.8,43.5,467,29,29 days ago,-49,11.25,922400000,2
251,2/1/2024,24e124725c065829,21.9,44.5,460,29,29 days ago,-50,9.25,922400000,2
252,2/1/2024,24e124725c065829,22,46.5,456,29,29 days ago,-47,10.5,922800000,2
253,2/1/2024,24e124725c065829,22,47,451,29,29 days ago,-47,9.25,922800000,2
254,2/1/2024,24e124725c065829,21.9,46,448,29,29 days ago,-49,10.5,922200000,2
255,2/1/2024,24e124725c065829,21.9,47.5,456,29,29 days ago,-46,7.5,922000000,2
256,2/1/2024,24e124725c065829,21.9,49.5,442,29,29 days ago,-50,9.25,922400000,2
257,2/1/2024,24e124725c065829,22,51.5,439,29,29 days ago,-46,10,923200000,2
258,2/1/2024,24e124725c065829,21.9,53.5,439,29,29 days ago,-48,7.25,922000000,2
259,2/1/2024,24e124725c065829,21.9,51,445,29,29 days ago,-49,10,922200000,2
260,2/1/2024,24e124725c065829,21.9,48,436,29,29 days ago,-50,9.25,922400000,2
261,2/1/2024,24e124725c065829,21.8,42.5,437,29,29 days ago,-48,8.25,922600000,2
262,2/1/2024,24e124725c065829,21.8,42,440,29,29 days ago,-48,8.5,922200000,2
263,2/1/2024,24e124725c065829,22,43.5,438,29,29 days ago,-47,9,923200000,2
264,2/1/2024,24e124725c065829,21.9,43.5,438,29,29 days ago,-47,9.5,922800000,2
265,2/1/2024,24e124725c065829,22,45.5,445,29,29 days ago,-47,8,922000000,2
266,2/1/2024,24e124725c065829,21.8,49,434,29,29 days ago,-47,8.75,923200000,2
267,2/1/2024,24e124725c065829,21.8,51.5,449,29,29 days ago,-49,9.25,922600000,2
268,2/1/2024,24e124725c065829,21.7,50,447,29,29 days ago,-48,10,923200000,2
269,2/1/2024,24e124725c065829,21.8,47.5,431,29,29 days ago,-48,9,923200000,2
270,2/1/2024,24e124725c065829,21.8,42,434,29,29 days ago,-49,10,922600000,2
271,2/1/2024,24e124725c065829,21.8,43.5,450,29,29 days ago,-47,7.25,922000000,2
272,2/1/2024,24e124725c065829,21.9,51,447,29,29 days ago,-98,-8,922800000,2
273,2/1/2024,24e124725c065829,21.9,51,435,29,29 days ago,-50,7.75,922400000,2
274,2/1/2024,24e124725c065829,22,49.5,437,29,29 days ago,-50,9.75,923200000,2
275,2/1/2024,24e124725c065829,21.9,49.5,432,29,29 days ago,-47,7.75,922000000,2
276,2/1/2024,24e124725c065829,21.9,51.5,458,29,29 days ago,-51,9.5,922200000,2
277,2/1/2024,24e124725c065829,21.8,52,433,29,29 days ago,-47,8.5,922800000,2
278,2/1/2024,24e124725c065829,21.8,45.5,453,29,29 days ago,-50,10,923400000,2
279,2/1/2024,24e124725c065829,21.7,42,435,29,29 days ago,-48,9,922600000,2
280,2/1/2024,24e124725c065829,21.9,43,444,29,29 days ago,-50,9.25,922800000,2
281,2/1/2024,24e124725c065829,21.8,45,444,29,29 days ago,-48,8.25,923200000,2
282,2/1/2024,24e124725c065829,21.8,45.5,446,29,29 days ago,-50,9.5,922600000,2
283,3/1/2024,24e124725c065829,21.9,46,454,29,29 days ago,-51,11.5,923200000,2
284,3/1/2024,24e124725c065829,21.7,53.5,443,29,29 days ago,-49,7.75,922000000,2
285,3/1/2024,24e124725c065829,22,50,451,29,29 days ago,-49,9.25,922800000,2
286,3/1/2024,24e124725c065829,21.7,53.5,441,29,29 days ago,-50,8,922000000,2
287,3/1/2024,24e124725c065829,21.8,53,450,29,29 days ago,-48,9.25,923200000,2
288,3/1/2024,24e124725c065829,21.6,46,452,29,29 days ago,-51,10.5,922200000,2
289,3/1/2024,24e124725c065829,21.8,42.5,453,29,29 days ago,-50,11,922600000,2
290,3/1/2024,24e124725c065829,21.7,42.5,449,29,29 days ago,-51,8,923400000,2
291,3/1/2024,24e124725c065829,21.7,42.5,441,29,29 days ago,-49,8.75,922600000,2
292,3/1/2024,24e124725c065829,21.7,44.5,445,29,29 days ago,-50,10.25,922800000,2
293,3/1/2024,24e124725c065829,21.7,47,450,29,29 days ago,-51,9.25,922200000,2
294,3/1/2024,24e124725c065829,21.7,49,447,29,29 days ago,-51,8.5,922400000,2
295,3/1/2024,24e124725c065829,21.7,44,452,29,29 days ago,-49,9,923200000,2
296,3/1/2024,24e124725c065829,21.7,42.5,449,29,29 days ago,-50,7.75,923400000,2
297,3/1/2024,24e124725c065829,21.8,43.5,455,29,29 days ago,-53,8.25,922400000,2
298,3/1/2024,24e124725c065829,21.8,44,446,29,29 days ago,-50,10.25,922200000,2
299,3/1/2024,24e124725c065829,21.8,46,455,29,29 days ago,-49,6.75,922000000,2
300,3/1/2024,24e124725c065829,21.8,45,452,29,29 days ago,-50,7.25,922000000,2
